id,price,moonRank,ðŸ’Ž score (%),storeURL,Background,Cloth,Eyes,Hair,Hat,Mouth,Necklace,Skin,Type
13,65,3187,0,https://solanart.io/nft/5zE87qxmMNKJmgiEeuU7vqeXsbvRcNKgSpnaoiLcTWRT,Base Background,Jean Jacket,Viper Shades,No Trait,Twitter Hat,Lollipop,No Trait,Human,Aurorian
41,95,1730,0,https://magiceden.io/item-details/GFYBC2hAz3hUR3nSbKpDPuFFziPRY4ruSumCgNmhEdad,Base Background,Jean Jacket,Aave Glasses,Clementine Hair,No Trait,Cat Mask,No Trait,Solana Blob,Aurorian
138,43.99,8318,11.81,https://magiceden.io/item-details/6bsNxQwSpvV2K4eTAmHgJpPdy2Hw978p4za4bPncDSrj,Base Background,Black T-Shirt,Red Eyes,No Trait,No Trait,Cat Mask,Aurory Necklace,Human,Aurorian
193,51.400002,9943,0,https://solanart.io/nft/CQzsqqiWzWxNwant5iPYcGSNEdUSJ1SPjbQzYnbQvgt1,Base Background,Base Cloth,Base Eyes,No Trait,No Trait,Base Mouth,Solana Necklace,Human,Aurorian
194,46.69,4633,0,https://magiceden.io/item-details/F8chBzvVbuLqt7qqpVaiPucq4JC16FFNoLYW4HsXiEVV,Base Background,Black Hoodie,Base Eyes,Blob Hair,No Trait,Grin,Flower Necklace,Human,Aurorian
242,78,7750,0,https://magiceden.io/item-details/93pVGKtDs7fWemgD7S4bansEYS1euJ2s7nGq8gLrgMMR,Base Background,Overalls,No Trait,No Trait,No Trait,Base Mouth,Aurory Necklace,Solana Blob,Aurorian
264,150,5325,0,https://magiceden.io/item-details/CHsCB18hVsZ2K45Y68xXYanr2i811AuxnX5c1XzcRGa4,Base Background,No Trait,Viper Shades,No Trait,No Trait,Zipper Mask,Aurory Necklace,Solana Blob,Aurorian
295,111,7780,0,https://magiceden.io/item-details/9LXyRwqjkyXdxmVS7iPb4SoKqdgwfyKDyAB9W6qHn1Bv,Base Background,Base Cloth,Cat Green Pupil,No Trait,Phantom Cap,Base Mouth,Aurory Necklace,Human,Aurorian
321,68,2238,0,https://magiceden.io/item-details/7PrqbZH8Th6GE7UGA9pWUuDTgevKgRs2VEndc4E7iaQa,Base Background,Pink Stripes,Spring Glasses,No Trait,Big Crown,Cat Mask,Aurory Necklace,Human,Aurorian
321,68,2238,0,https://solanart.io/nft/7PrqbZH8Th6GE7UGA9pWUuDTgevKgRs2VEndc4E7iaQa,Base Background,Pink Stripes,Spring Glasses,No Trait,Big Crown,Cat Mask,Aurory Necklace,Human,Aurorian
342,70,3572,0,https://magiceden.io/item-details/EH4x1Lr7PooMXdpbjYcrbH7bStUvpC8FoNJephJhbjm4,Base Background,Base Cloth,Aurory Glasses,Green Hair,No Trait,Bane Mask,Shark Necklace,Human,Aurorian
368,59,6260,0,https://solanart.io/nft/4swM2QmfpWXizq8m31sGcjKxz83EneiswWpk3WiWBmXz,Base Background,Base Cloth,Blue Skull Glasses,White Hair,No Trait,Grin,Aurory Necklace,Human,Aurorian
380,60,8158,0,https://magiceden.io/item-details/CvKp3AHyJdBcKBMidvbLBQXpNtMw1sEwRjRebyRwgJ6b,Base Background,Base Cloth,Base Eyes,Blob Hair,No Trait,Barely Angry,Aurory Necklace,Human,Aurorian
455,54.5,4128,0,https://magiceden.io/item-details/HNu86i6L81pro6Eed5xGWH6TPYP8wJEzprVYe5pyjjsS,Base Background,Classy Outfit,Red Eyes,Undercut,No Trait,Angry,No Trait,Human,Aurorian
466,60,5371,0,https://magiceden.io/item-details/BS9owAFMPAGTeU7WKKzSy63CV7C42tCZZ1VZKb2nzDsC,Base Background,Overalls,Base Eyes,Playmobil,Twitter Hat,Base Mouth,No Trait,Human,Aurorian
479,65,8466,0,https://magiceden.io/item-details/6ouKop2FUxZhJxqtGezEsui54DfGwvNuu8h1WYEUobh6,Base Background,Jean Jacket,Base Eyes,Purple Dreadlocks,No Trait,Base Mouth,Aurory Necklace,Human,Aurorian
487,78,1704,0,https://magiceden.io/item-details/CkMCTskLV3znHLKomDDn2qz8HBmSihHfmFC9aWCueNTh,Base Background,Black Hoodie,Aurory Glasses,No Trait,Cute headphone,Base Mouth,Aurory Necklace,Solana Blob,Aurorian
488,70,5440,0,https://magiceden.io/item-details/2WFC8g9VMCnB1QCCrctxgtvm1hcTcRtZwTtfHTVF4A3m,Base Background,Leather Jacket,Base Eyes,No Trait,Twitter Hat,Base Mouth,Solana Necklace,Human,Aurorian
501,200,251,0,https://magiceden.io/item-details/G3HMJJtAG6LLfjkbTiZ2zgNJkt8oVnsJfQjZjAhS1eir,Base Background,Beetlefox Outfit,No Trait,Purple Dreadlocks,No Trait,Steampunk Mask,Shark Necklace,Solana Blob,Aurorian
565,40,5470,63.11,https://magiceden.io/item-details/E8rWsfJQRqZ44YPyu28FZvNjksbGhAUHjBX1UWi7ifLJ,Base Background,Base Cloth,Black Eyes,No Trait,Plague Hat,Base Mouth,Solana Necklace,Human,Aurorian
583,150,9994,0,https://magiceden.io/item-details/GKf4d1CwFNjzFXvN18PjjYcPDu78Q9we4iSpxXVL94cP,Base Background,Base Cloth,Base Eyes,No Trait,No Trait,Base Mouth,Shark Necklace,Human,Aurorian
584,69.9,5827,0,https://magiceden.io/item-details/9aL1e9b3pMPs5pY6ZizMJCQFQAGPZggVkRyG2JxZkHN9,Base Background,Puffy Jacket,Base Eyes,Pigtails,No Trait,Barely Angry,No Trait,Human,Aurorian
584,69.900002,5827,0,https://solanart.io/nft/9aL1e9b3pMPs5pY6ZizMJCQFQAGPZggVkRyG2JxZkHN9,Base Background,Puffy Jacket,Base Eyes,Pigtails,No Trait,Barely Angry,No Trait,Human,Aurorian
591,79,3566,0,https://magiceden.io/item-details/Axyd4hDdfcTeyrhrTMdLusVzJ6D54wzjKS1A9BaB1Pz9,Base Background,Yellow Stripes,No Trait,No Trait,Beret Hat,Base Mouth,Aurory Necklace,Solana Blob,Aurorian
592,88,1612,0,https://magiceden.io/item-details/F3cFmLj7QnRqAhHxZJUfwq8ZuSoA8xxXLu9a7ELQTxp5,Soft Blue,No Trait,No Trait,No Trait,No Trait,Plague Mask,Flower Necklace,Solana Blob,Aurorian
611,58,1502,0,https://magiceden.io/item-details/G5sdMhLvNnsv1UUr7FTGeBcPzNhUxz3hSSLM4DWLEJc7,Base Background,Overalls,No Trait,Zero Two Hair,No Trait,Steampunk Mask,Aurory Necklace,Solana Blob,Aurorian
621,51,9976,0,https://magiceden.io/item-details/FRjNC9tuBEbCCWgkN5R1UgExJqJ988KUwj28jbYx7Fog,Base Background,Base Cloth,Base Eyes,No Trait,No Trait,Plague Mask,No Trait,Human,Aurorian
644,69,4926,0,https://solanart.io/nft/2BMTEvjDTc53FifJiMVsP8GtCfYn67d5bsFc2d9XJ3o7,Base Background,Base Cloth,Red Eyes,No Trait,Big Crown,Oni Mask,Shark Necklace,Human,Aurorian
691,79,7313,0,https://magiceden.io/item-details/JAKeChtM9iTwhdafq5sjjxRFxHJpc3wmQNpb5t4qopKQ,Base Background,Base Cloth,Base Eyes,No Trait,Dragon Hat,Big Smile,Aurory Necklace,Human,Aurorian
691,79,7313,0,https://solanart.io/nft/JAKeChtM9iTwhdafq5sjjxRFxHJpc3wmQNpb5t4qopKQ,Base Background,Base Cloth,Base Eyes,No Trait,Dragon Hat,Big Smile,Aurory Necklace,Human,Aurorian
759,62,4690,0,https://solanart.io/nft/5xj5ofHwRgNd556qGmBC5ip285TN8f6uLGgPTgXkYWWZ,Base Background,Puffy Jacket,Viper Shades,Blob Hair,No Trait,Grin,No Trait,Human,Aurorian
767,69.989998,3677,0,https://solanart.io/nft/AL8WPCSFpJyxYKDw35eUoa8Z7MpvDqouyCQFs2b4zPZL,Base Background,Pink Stripes,No Trait,White Hair,No Trait,Base Mouth,No Trait,Solana Blob,Aurorian
774,66,7300,0,https://solanart.io/nft/Gjvoh3SQgZP22KMX94M2SDMjUwzLW9DqDTx869zqikUW,Soft Blue,Jacket,Steampunk Glasses,No Trait,No Trait,Base Mouth,No Trait,Human,Aurorian
783,68.88,3486,0,https://magiceden.io/item-details/wCpfMwn9pzR9DVFnxyT6JVvn1kCQZxpWwEibdQoTxNd,Base Background,Shoulder Straps,Base Eyes,Clementine Hair,Beret Hat,Base Mouth,No Trait,Human,Aurorian
839,140,1316,0,https://magiceden.io/item-details/5iYNfzCgVU7WfX2AhradQz25n67sZfHZkX9itMFJwTcv,Soft Blue,No Trait,No Trait,No Trait,Sam Hat,Base Mouth,No Trait,Solana Blob,Aurorian
875,70,6955,0,https://solanart.io/nft/GgXiYtqjWP46dqvHNNTKPazvvssmxNXVUdfhNpPy5hAT,Base Background,Yellow Stripes,Base Eyes,Playmobil,No Trait,Base Mouth,Solana Necklace,Human,Aurorian
934,59,5886,0,https://magiceden.io/item-details/CrHNdTzbPDA8VK2oRuNSfkyVRB5YqfJRKg7H3NphVXBw,Base Background,Base Cloth,Base Eyes,Playmobil,Gavroche Hat,Grin,No Trait,Human,Aurorian
934,59,5886,0,https://solanart.io/nft/CrHNdTzbPDA8VK2oRuNSfkyVRB5YqfJRKg7H3NphVXBw,Base Background,Base Cloth,Base Eyes,Playmobil,Gavroche Hat,Grin,No Trait,Human,Aurorian
975,47,4252,0,https://magiceden.io/item-details/DtdCKbkX1KeyPipTjTuHvyboXgTJaRWG9B8we2uU4bqQ,Gradient Blue,Base Cloth,Green Eyes,Undercut,No Trait,Zipper Mask,Aurory Necklace,Human,Aurorian
1029,75,3497,0,https://magiceden.io/item-details/Bk5E14H6qdDiQ4NBBsG3DxZwRfbMt1QXba696bCeKp2F,Base Background,Pink Stripes,Aave Glasses,No Trait,Raccoon Hat,Cat Mask,No Trait,Human,Aurorian
1086,122,2018,0,https://magiceden.io/item-details/3fRrxrmRcVnJSeAmRbRWiqnD2tPCB9MjK1ZSGwKdsyjq,Base Background,Dinobit Outfit,Green Eyes,Pigtails,No Trait,Cat Mask,No Trait,Human,Aurorian
1189,77,334,0,https://magiceden.io/item-details/G12VQJSeF8vMnTD7T9vWV94VcCnFUNUEyCKvJiVdVA99,Blue,Leather Jacket,Base Eyes,Combed Haircut,Feather Hat,Barely Angry,No Trait,Human,Aurorian
1213,188,5088,0,https://magiceden.io/item-details/6BCgGxte3CVhfjc73S2LSUiA4gQDoKNcWycDbzJbTkJ6,Base Background,Overalls,Base Eyes,No Trait,Dinobit Hat,Base Mouth,No Trait,Human,Aurorian
1222,55,3753,0,https://magiceden.io/item-details/26kmJQcFkxQQcvUCXqEftakqgpeo4K2HcWryUJEZPLpb,Base Background,Yellow Stripes,Black Eyes,Undercut,No Trait,Oni Mask,Aurory Necklace,Human,Aurorian
1233,55,2233,0,https://magiceden.io/item-details/2NVhxJ9bnd8NbtkwcoZNoW9Hm4Xa9kUTNLSeVfUHNBGf,Soft Blue,Hawaii Shirt,Base Eyes,Blond Hair Attached,No Trait,Angry,No Trait,Human,Aurorian
1261,100,3923,0,https://magiceden.io/item-details/3rqWgGCPMaJph9rBaF67vKpUQXAdBB5LNPvV6WJQ3KCP,Base Background,Polo,Heart Glasses,Blob Hair,No Trait,Grin,Aurory Necklace,Human,Aurorian
1272,222,2267,0,https://magiceden.io/item-details/kDvm4iXyN7cjGXg6RBSKka5m9hRC5d2xUXxhY4Vmrkc,Base Background,No Trait,No Trait,Curly,No Trait,Base Mouth,Solana Necklace,Solana Blob,Aurorian
1296,70,5251,0,https://solanart.io/nft/7REQcR7EsT2AmDPFhCyobW82DM73bpHCX6bwj3vPAGRo,Base Background,Pink Stripes,Base Eyes,Zero Two Hair,No Trait,Zipper Mask,Shark Necklace,Human,Aurorian
1298,120,994,0,https://alpha.art/t/Gtjm7CUBNXeFMQRczBMCaJtzBqbsZpLo8gL852ZST6Pe,Base Background,No Trait,Heart Glasses,Curly,No Trait,Grin,Flower Necklace,Solana Blob,Aurorian
1302,55,4864,0,https://magiceden.io/item-details/BjDWjZpDFeXWvrVaPQ8f1Ydq8rE871XbnCM7MDDYKmXQ,Base Background,Overalls,Base Eyes,Undercut,No Trait,Bane Mask,Shark Necklace,Human,Aurorian
1349,65,6778,0,https://magiceden.io/item-details/7uk9vhULmBbXLNbdq2TpEgxmP76oZhcn6zADEmHjZEm6,Base Background,Base Cloth,Base Eyes,No Trait,Luffy Hat,Oni Mask,Aurory Necklace,Human,Aurorian
1370,140,90,0,https://magiceden.io/item-details/3jFiHuMbBwLNKScWesk2QRxnNscFTJfcsDEqyDPA39Sg,Soft Blue,Pink Stripes,No Trait,Blond Hair Attached,No Trait,Oni Mask,Flower Necklace,Zombie,Aurorian
1404,69.42,4590,0,https://magiceden.io/item-details/3NYssjf95G7DZubBmU8oDr5tPEqpCcfnZNyfUmvt9EdU,Base Background,Base Cloth,Cat Eyes Red,Clementine Hair,Crown,Base Mouth,No Trait,Human,Aurorian
1412,58.900002,6799,0,https://solanart.io/nft/GwbYWkHR6kN5yNo4kK1eHVBkg3bo6mF4yEEmFEwqWhPd,Base Background,Classy Outfit,Heart Glasses,Undercut,No Trait,Base Mouth,Aurory Necklace,Human,Aurorian
1422,99,9439,0,https://magiceden.io/item-details/63eMNeDotDoYP4SPQnkhoEJpPNuQyumiZ6VY3bYrxWc2,Base Background,Base Cloth,Viper Shades,Shaved,No Trait,Base Mouth,Aurory Necklace,Human,Aurorian
1427,50,8708,0,https://magiceden.io/item-details/GKqH8AEDRWPS9xx2aL2KqCmPJJDbee1ep9DUGGWytFPr,Base Background,Base Cloth,Aave Glasses,Blob Hair,No Trait,Base Mouth,Aurory Necklace,Human,Aurorian
1429,450,201,0,https://alpha.art/t/EFyoruiPbLG2YdKDAd3Hrtcm7cWGbMf2yutZq86Sovvz,Gradient Blue,No Trait,No Trait,Pigtails,No Trait,Oni Mask,Solana Necklace,Solana Blob,Aurorian
1444,40,8786,49.83,https://magiceden.io/item-details/76BC2N9xz55SRTsfVcWjgDcLjCbtVqAqDMmRm7aq98j5,Base Background,Base Cloth,Aave Glasses,No Trait,No Trait,Barely Angry,Aurory Necklace,Human,Aurorian
1445,60,8995,0,https://magiceden.io/item-details/8Jpe7RJdcoyhtgF1xfJvh3nvmUvs57MsMnHb8VENP54U,Base Background,Black T-Shirt,Cat Eyes Red,No Trait,No Trait,Base Mouth,No Trait,Human,Aurorian
1474,999,72,0,https://magiceden.io/item-details/BVJCPBJidxyzpqGWubJNK216MVmMZb724ov8KTHsdNoT,Soft Blue,Unika Outfit,No Trait,No Trait,Luffy Hat,Plague Mask,Shark Necklace,Solana Blob,Aurorian
1475,69,3399,0,https://magiceden.io/item-details/7cBHVruvG1cknktsfcxG9j3xRgcANfvVdSNmLGigg3i7,Base Background,Yellow Stripes,Red Eyes,Curly,Gavroche Hat,Base Mouth,Aurory Necklace,Human,Aurorian
1479,108,9852,0,https://magiceden.io/item-details/DdS29RCrHQLYGbkLv9VT2wCyMnnztTGvDEAX6uz1Roty,Base Background,Base Cloth,Base Eyes,Green Hair,No Trait,Base Mouth,Aurory Necklace,Human,Aurorian
1495,280,38,0,https://magiceden.io/item-details/H2p4YY3nChHG3YSpERFfYPeKDMYPQc7SByYuUpBtwtcd,Base Background,Unika Outfit,No Trait,Combed Haircut,Sam Hat,Zipper Mask,Aurory Necklace,Golden Blob,Aurorian
1503,54,8007,0,https://magiceden.io/item-details/GUu4PggoRkNACvHyGZh1yeXnmhQPL9rkm24S2BiNrJ5M,Base Background,Base Cloth,Base Eyes,No Trait,Big Crown,Bane Mask,Aurory Necklace,Human,Aurorian
1517,119,6989,0,https://magiceden.io/item-details/479BJjSCHvqt8mvhVN548MbDqqhRJkYvFQMwJny57Dn8,Base Background,Base Cloth,Green Eyes,No Trait,Phantom Cap,Base Mouth,Shark Necklace,Human,Aurorian
1538,77.7,7485,0,https://magiceden.io/item-details/8WvWP1WdMWhKdbszN11VDiqE34zJkD5mL2tihRHJ3BV9,Base Background,Base Cloth,Base Eyes,Combed Haircut,No Trait,Oni Mask,Flower Necklace,Human,Aurorian
1554,199,1764,0,https://magiceden.io/item-details/BaHDaHgb4tAahjvsjiwQe82V3KK19bg52UZbfwHZoykk,Base Background,Dinobit Outfit,Base Eyes,No Trait,Beret Hat,Grin,Flower Necklace,Human,Aurorian
1592,100,6002,0,https://magiceden.io/item-details/E7atwmMvX4GY5M9W2WgcWkKrgRfyJDJwtatPGRETLPeN,Base Background,Base Cloth,Cat Eyes Red,Shaved,No Trait,Bane Mask,No Trait,Human,Aurorian
1650,100,4604,0,https://magiceden.io/item-details/3j1iA8oWwjgfbtXEA2MroBY54tHXQCjNsTkkCs3AB9Xd,Base Background,No Trait,Heart Glasses,No Trait,No Trait,Grin,Aurory Necklace,Solana Blob,Aurorian
1659,82,2813,0,https://magiceden.io/item-details/FUHnCRX2A8mCv6u121r93yRfZknWQuEsFXLeg7hGxkGD,Base Background,Unika Outfit,Base Eyes,No Trait,Beret Hat,Oni Mask,Aurory Necklace,Human,Aurorian
1681,69,9758,0,https://solanart.io/nft/8eVp2fDxZz3H9YUJ7F3Qeh4zW3t8nTRQgB9mVMZX6P4J,Base Background,Base Cloth,Aave Glasses,No Trait,No Trait,Base Mouth,Shark Necklace,Human,Aurorian
1704,59,6623,0,https://solanart.io/nft/GbJCWbxpJda2gYRQTuUzo27xEn5Kki4GepAn225RJ3DG,Soft Blue,Pink Stripes,Base Eyes,Zero Two Hair,No Trait,Base Mouth,No Trait,Human,Aurorian
1746,55,5393,0,https://magiceden.io/item-details/GiRJs1r65D2nug1bR75hzmKBWSNqwTDNHmkLzvjMQcJS,Base Background,Base Cloth,Green Eyes,No Trait,Sam Hat,Zipper Mask,Aurory Necklace,Human,Aurorian
1761,68,2731,0,https://solanart.io/nft/6KBnDUuRMVpn4eaMojN4hct4St7ZEEHx2rRA2j3YabSR,Base Background,Polo,Green,No Trait,Twitter Hat,Oni Mask,No Trait,Human,Aurorian
1767,57.5,6789,0,https://magiceden.io/item-details/6K9R58JTKPUYg8QsTR3B6gYDMTxeV8nMLPPFsxUBFVHL,Base Background,Base Cloth,Aave Glasses,Purple Dreadlocks,No Trait,Cat Mask,Aurory Necklace,Human,Aurorian
1805,59.990002,6696,0,https://solanart.io/nft/8ZHxJNGYqePiEyNHjRBUHgCks48xqD3NRk5NBaPMZeEt,Base Background,Black Hoodie,Base Eyes,Undercut,No Trait,Base Mouth,Solana Necklace,Human,Aurorian
1808,69,5848,0,https://solanart.io/nft/6dHhNG2efNqE4MQNpzFxHETPJdrDKz29aJAY9UjWDa1V,Gradient Blue,Green Sweater,Base Eyes,No Trait,No Trait,Grin,No Trait,Human,Aurorian
1832,190,576,0,https://magiceden.io/item-details/Dy5jt2gCWQucnvbVYHZQCVXMSd7Wh2SKG15fQoHsc8pL,Soft Blue,Jean Jacket,No Trait,No Trait,No Trait,Zipper Mask,Flower Necklace,Zombie,Aurorian
1834,64,1707,0,https://magiceden.io/item-details/5t8jmQUwadLXR3uvsqeWR34uDUmRgwgUmco5f3v55Zkv,Base Background,Jean Jacket,Cat Black Pupil,Blob Hair,No Trait,Angry,Aurory Necklace,Human,Aurorian
1883,90,579,0,https://magiceden.io/item-details/jjDek9iDQpNRYWRBDFavdr3FzeM4gBCHJmWvjTqVwtn,Base Background,Beetlefox Outfit,Black Eyes,Curly,No Trait,Lollipop,Solana Necklace,Human,Aurorian
1890,75,9517,0,https://solanart.io/nft/54J2BafTbz28E5yFw1ZpSa2JLQSuQEWgTFrxRhTvUn3V,Base Background,Base Cloth,Base Eyes,Combed Haircut,No Trait,Zipper Mask,No Trait,Human,Aurorian
1920,90,2516,0,https://magiceden.io/item-details/HKUohmKdHWc99H6WDyQVwoZDVizdd2sRu5RUMdkzehDi,Base Background,Shoulder Straps,Base Eyes,No Trait,Beret Hat,Bane Mask,Shark Necklace,Human,Aurorian
1923,65,1954,0,https://solanart.io/nft/5gMnjhZUdhPtK7fDNUSpg2Aj2C7R7hQUFxpGujpv3FEm,Base Background,Shoulder Straps,Spring Glasses,Curly,No Trait,Grin,Aurory Necklace,Human,Aurorian
1933,75,5128,0,https://magiceden.io/item-details/C14wNXcunb6R54SEjyY6EUt9NBjzWsTx6fcZjE6QVCvG,Base Background,Leather Jacket,Aurory Glasses,Green Hair,No Trait,Base Mouth,Aurory Necklace,Human,Aurorian
2004,90,8415,0,https://magiceden.io/item-details/E3KsjvDm5fFB3h3REeBP1h4BvSb1EtCLQtHQS6aeVrXs,Base Background,Base Cloth,Aave Glasses,No Trait,Beret Hat,Base Mouth,No Trait,Human,Aurorian
2015,99,5214,0,https://magiceden.io/item-details/CHd2ni77VYPLW6upL4Jr4PNZiZi2P3fYoqArxM34Hxqs,Soft Blue,No Trait,No Trait,No Trait,No Trait,Base Mouth,Aurory Necklace,Solana Blob,Aurorian
2022,69,9695,0,https://solanart.io/nft/3bnnVLStPaDYp79neNPwRGRy6yDLgZhd6NHimNFgh24K,Base Background,Base Cloth,Base Eyes,No Trait,Gavroche Hat,Base Mouth,Aurory Necklace,Human,Aurorian
2042,110,5322,0,https://magiceden.io/item-details/3vDzYGJpFommyAcq4YkDzTxi4DVYevmZ49y2P6LRy5dK,Base Background,Jacket,No Trait,No Trait,No Trait,Big Smile,No Trait,Solana Blob,Aurorian
2062,70,6488,0,https://magiceden.io/item-details/A1JgHf3t9yJvQtWxz7HotfWksJ5gjhSP296VwXj6TToc,Base Background,Black Hoodie,Black Eyes,Zero Two Hair,No Trait,Base Mouth,No Trait,Human,Aurorian
2080,125,4891,0,https://magiceden.io/item-details/CPm4GhBscLuUESudunmTukP9i7sS2VvV62YC3Ehwp9iV,Base Background,No Trait,No Trait,Combed Haircut,No Trait,Base Mouth,No Trait,Solana Blob,Aurorian
2099,130,2729,0,https://magiceden.io/item-details/412dJDC6jmUJkB3ZcfhsF7mTEAYcdqFg4UfrRewjbaUd,Base Background,Dracurve Outfit,Green,Brown Dreadlocks,No Trait,Base Mouth,Aurory Necklace,Human,Aurorian
2222,59,9182,0,https://magiceden.io/item-details/H26dJhdvDYiDn4ekf4qc1J2rcA95xdCxWfNkEcsV6Y2Q,Base Background,Puffy Jacket,Steampunk Glasses,No Trait,No Trait,Base Mouth,No Trait,Human,Aurorian
2222,59,9182,0,https://solanart.io/nft/H26dJhdvDYiDn4ekf4qc1J2rcA95xdCxWfNkEcsV6Y2Q,Base Background,Puffy Jacket,Steampunk Glasses,No Trait,No Trait,Base Mouth,No Trait,Human,Aurorian
2248,99,784,0,https://magiceden.io/item-details/DWNWBQYeKexCCqh2oxyWC9dJjHkMm5SNXPBbEXh3RWNX,Lagoon,Dracurve Outfit,Cat Green Pupil,No Trait,No Trait,Cat Mask,No Trait,Human,Aurorian
2335,41.990002,9700,26.28,https://solanart.io/nft/EDGLcMFY3QPxpMMR5ev9nDXYYkCoPA466JXUBjva2ZR8,Base Background,Black Hoodie,Base Eyes,No Trait,No Trait,Base Mouth,Shark Necklace,Human,Aurorian
2390,69,6390,0,https://solanart.io/nft/DsyNp5eWHEXbDibvYSpWDV3MLjTvqDFe6Lg6JXfGHWrK,Base Background,Jean Jacket,Base Eyes,No Trait,Crown,Base Mouth,Flower Necklace,Human,Aurorian
2406,269,1467,0,https://magiceden.io/item-details/G3a9hMj1j4htJpDVH86vMffVPzv4iwCy63vD2tqLNM3F,Base Background,Overalls,No Trait,No Trait,Sam Hat,Zipper Mask,No Trait,Solana Blob,Aurorian
2439,168,580,0,https://magiceden.io/item-details/B3DqxHnpQ3LeuHpcyqMhtZ3nLBbKd9PUyWAKgrTs5tfD,Base Background,No Trait,No Trait,No Trait,Witch Hat,Steampunk Mask,Shark Necklace,Solana Blob,Aurorian
