id,price,moonRank,ðŸ’Ž score (%),storeURL,Background,Cloth,Eyes,Hair,Hat,Mouth,Necklace,Skin,Type
2440,69,299,0,https://magiceden.io/item-details/CGFYse2kEfSUWMeEiQ4SgBhyjMeoLTogzAg85EJTUGi4,Soft Blue,Puffy Jacket,Blue Skull Glasses,Combed Haircut,Beret Hat,Angry,Aurory Necklace,Human,Aurorian
2448,50,5086,0,https://magiceden.io/item-details/A5mXxLpLS5LGdLe1mtcqYbqSYPVSwWGnRMZKnzQLXVJ4,Base Background,Base Cloth,Green,No Trait,Big Crown,Paint Mask,Aurory Necklace,Human,Aurorian
2468,420.69,181,0,https://magiceden.io/item-details/CSqt1cWHt1QqCuaVxjkF4Wx4qC1e5f2qTZLu4PQgWmNb,Base Background,Open Jacket,No Trait,Blob Hair,No Trait,Base Mouth,Shark Necklace,Zombie,Aurorian
2497,42.42,2532,50.67,https://magiceden.io/item-details/3EoFekpjTU2SuCFuceVpWrc1iCkWUYnMQz4x7AaxPmbX,Base Background,Puffy Jacket,Steampunk Glasses,Combed Haircut,Phantom Cap,Base Mouth,Aurory Necklace,Human,Aurorian
2511,55,2894,0,https://magiceden.io/item-details/63Vgyz4dmYzU8yTia3ucSkS7gwAQDzbBmdxeTfJaZv7,Gradient Blue,Base Cloth,Base Eyes,White Hair,No Trait,Barely Angry,Flower Necklace,Human,Aurorian
2521,60,8379,0,https://magiceden.io/item-details/A4ULrqcKtDoC4zPdfNXzcyo5aB6sK6hz1mS75iXdLBGJ,Base Background,Classy Outfit,Base Eyes,No Trait,Crown,Base Mouth,No Trait,Human,Aurorian
2560,69,5206,0,https://solanart.io/nft/2Cevj8fVj7vP4RLnfSqeExHS4khKeouQAswr7yDB6h9x,Soft Blue,Base Cloth,Black Eyes,No Trait,No Trait,Plague Mask,Solana Necklace,Human,Aurorian
2679,200,5190,0,https://magiceden.io/item-details/Cn2gBCeGgoutSko4BxsgUK4pCimA2AU6woCMgUYESTvD,Base Background,Yellow Stripes,Base Eyes,Long Blob Hair,No Trait,Big Smile,No Trait,Human,Aurorian
2763,57,7284,0,https://magiceden.io/item-details/9MbvSfEDXnFEpCgn3QyryN8kaC7ouyHaVPQF3JriotBW,Base Background,Base Cloth,Black Eyes,Zero Two Hair,No Trait,Base Mouth,Flower Necklace,Human,Aurorian
2779,75,5479,0,https://magiceden.io/item-details/9wmQjofuRnT67HTwj3uEzyKwmaijyCV92oDAmBuNTPeT,Base Background,Base Cloth,Base Eyes,Curly,Witch Hat,Cat Mask,Aurory Necklace,Human,Aurorian
2779,75,5479,0,https://solanart.io/nft/9wmQjofuRnT67HTwj3uEzyKwmaijyCV92oDAmBuNTPeT,Base Background,Base Cloth,Base Eyes,Curly,Witch Hat,Cat Mask,Aurory Necklace,Human,Aurorian
2782,250,6481,0,https://magiceden.io/item-details/6gRNMmGFMVR6K4Y27aCopWwMpKoy52dcYQ1QRQWXrQDd,Base Background,Pink Stripes,Viper Shades,No Trait,Crown,Base Mouth,No Trait,Human,Aurorian
2847,69,3144,0,https://solanart.io/nft/EbSAGtDaqjUnKAihJ1oDHH3m5yamdemfGHHNQKuxwxce,Base Background,Black Hoodie,Base Eyes,No Trait,Twitter Hat,Bane Mask,Flower Necklace,Human,Aurorian
2853,98,4148,0,https://magiceden.io/item-details/943xE9n9UHeDu4UqoY32ZixeMcevA7RpbsGd2d7sc932,Base Background,Dracurve Outfit,Black Eyes,No Trait,No Trait,Grin,Aurory Necklace,Human,Aurorian
2862,149,2687,0,https://magiceden.io/item-details/5PFGj7x9uN3kLh2ueGe6nbdeBW2zE2RMwBspNjPKqTdM,Soft Blue,Dracurve Outfit,Blue Skull Glasses,No Trait,No Trait,Base Mouth,Shark Necklace,Human,Aurorian
2888,200,9583,0,https://magiceden.io/item-details/39WEafUJtNYKinmbmtgNkty2LiR3gknsFeheLHm8du13,Base Background,Base Cloth,Base Eyes,Long Blob Hair,No Trait,Base Mouth,No Trait,Human,Aurorian
2907,125,1349,0,https://magiceden.io/item-details/9YJtcZv774eD1fZTbatBUiUx6NjTThsvbvixFXoLWKJv,Base Background,Black T-Shirt,Green,Combed Haircut,Beret Hat,Plague Mask,No Trait,Human,Aurorian
2965,84.99,2517,0,https://magiceden.io/item-details/57XXXpDcaAgmXGGFRjs4MCsJzwkr3ZEr1qSMcnzht1am,Base Background,No Trait,No Trait,Combed Haircut,No Trait,Big Smile,Aurory Necklace,Solana Blob,Aurorian
2976,68,3991,0,https://solanart.io/nft/21yiZGR5vDCHkT5JvDGqFR7peNdHqk8j9ey2k5XZX4Sw,Soft Blue,Black Hoodie,Red Eyes,No Trait,Cute headphone,Base Mouth,Aurory Necklace,Human,Aurorian
2989,150,6484,0,https://magiceden.io/item-details/DBeGxM5Gq6WEpuBCMH1fdB8yMtLoYWh33ZrswSWzFsvg,Base Background,Base Cloth,Black Eyes,No Trait,Beret Hat,Cat Mask,No Trait,Human,Aurorian
3037,45.99,7264,0,https://magiceden.io/item-details/8Z9hejqsdR4MxgodGFXCLfx9BaPv3iPYmd6oRjZvbDn8,Base Background,Classy Outfit,Base Eyes,Curly,No Trait,Big Smile,No Trait,Human,Aurorian
3081,239,208,0,https://magiceden.io/item-details/246WbgyjRyGbprFNj5r8ptpkh34qR3bFU9pNziwWNfRx,Base Background,Jean Jacket,No Trait,Curly,No Trait,Oni Mask,Flower Necklace,Golden Blob,Aurorian
3151,300,9978,0,https://magiceden.io/item-details/6udQNee5V6rUT66e7eUrZgyzvAn3HuTEkD2DAaMs6CdR,Base Background,Base Cloth,Base Eyes,No Trait,No Trait,Cat Mask,No Trait,Human,Aurorian
3167,50,9082,0,https://magiceden.io/item-details/Fh25Wbghq2DukKTQVkEjwibYwrH9xaxQau3rpngHXZ1R,Base Background,Classy Outfit,Base Eyes,Shaved,No Trait,Base Mouth,No Trait,Human,Aurorian
3172,52.8,5866,0,https://magiceden.io/item-details/AUhx7MyTGh1HxGDgv4H2scwhrPUiLSnnxiGtxNQqcBag,Soft Blue,Base Cloth,Green,No Trait,Gavroche Hat,Base Mouth,Aurory Necklace,Human,Aurorian
3175,49.9,6870,0,https://magiceden.io/item-details/Apbz7wPcE3NKG24ZiGSFCqDAjGNvTyQMbRc5t4iHAfxm,Base Background,Jacket,Green,Green Hair,No Trait,Base Mouth,No Trait,Human,Aurorian
3176,175,329,0,https://magiceden.io/item-details/6mZ86JQ9uSowstxd3VWF3a8ZC15d7rRm29MPbga8nPN2,Base Background,Black T-Shirt,No Trait,Undercut,No Trait,Zipper Mask,Solana Necklace,Zombie,Aurorian
3230,75,3239,0,https://solanart.io/nft/6rGUGv68wKGHwB8MygiMkXCjkoYUGHUM19otjRDBk8t5,Soft Blue,Base Cloth,Steampunk Glasses,Shaved,No Trait,Cat Mask,Shark Necklace,Human,Aurorian
3253,45,6275,9.88,https://magiceden.io/item-details/CFwfatMRBXkLqbUhSh6ACeimL7VjkaD9dmjPzFmX4iji,Base Background,Leather Jacket,Aave Glasses,Zero Two Hair,No Trait,Base Mouth,Aurory Necklace,Human,Aurorian
3305,57,6550,0,https://solanart.io/nft/5ymrfoENgYf63Fhqu4ymnxzA4K5GCSbDjMZAHJwpB8Pj,Base Background,Jean Jacket,Red Eyes,No Trait,Raccoon Hat,Base Mouth,No Trait,Human,Aurorian
3352,69,7444,0,https://magiceden.io/item-details/3McAY5rTTM4kQEFDH8G3vgLiLNw6N9cYBHSkVoEcw7rx,Base Background,Base Cloth,Heart Glasses,Undercut,No Trait,Grin,No Trait,Human,Aurorian
3362,46,6907,0,https://solanart.io/nft/D2xB9hBd21PEFgGKU7wDWM3ATiURwmYjyeTHzAQJcJEt,Soft Blue,Base Cloth,Steampunk Glasses,No Trait,No Trait,Bane Mask,Aurory Necklace,Human,Aurorian
3385,80,2716,0,https://magiceden.io/item-details/EYf4P4bq7v5cVG8FayZhpSJZSmT4F1uWpVgGN6EGbW33,Base Background,Puffy Jacket,Blue Skull Glasses,Long Blob Hair,No Trait,Grin,No Trait,Human,Aurorian
3448,69,1365,0,https://magiceden.io/item-details/rrN5NXk1r1mnauygmWnLoHGT329FF56Hhivy5iFYrDM,Gradient Blue,Black Hoodie,Red Eyes,Curly,Phantom Cap,Base Mouth,No Trait,Human,Aurorian
3451,49.8,9879,0,https://magiceden.io/item-details/Ge1cchUhaaRdkgy9Hy1h3pxNXSCLQabwF9EM6k7aJny2,Base Background,Base Cloth,Steampunk Glasses,No Trait,No Trait,Base Mouth,Aurory Necklace,Human,Aurorian
3470,199,3470,0,https://magiceden.io/item-details/6mKVQ715FTyq48T74h5EDgFCuMbwGQKqJZVmXsYaK3wS,Base Background,Dracurve Outfit,Green,No Trait,No Trait,Lollipop,No Trait,Human,Aurorian
3476,176,4356,0,https://magiceden.io/item-details/Bt6AKmvF2y23Wg82hg3qp4h8RW4JM3fCPnyQ8n79iuh2,Base Background,Black Hoodie,Base Eyes,Undercut,No Trait,Plague Mask,Solana Necklace,Human,Aurorian
3525,600,2275,0,https://magiceden.io/item-details/GyJQUpSuB36woyRpEERcBkd27nvjiiKcDBaS8Rc2YKJV,Base Background,No Trait,No Trait,No Trait,No Trait,Oni Mask,No Trait,Zombie,Aurorian
3530,600,264,0,https://magiceden.io/item-details/C87aJWAKfRxR79vGNDoWYdDXbhthDota3y5EHmtnjdz9,Soft Blue,Open Leather Jacket,No Trait,No Trait,Gavroche Hat,Base Mouth,Aurory Necklace,Solana Blob,Aurorian
3543,60,3972,0,https://magiceden.io/item-details/FxkyihxVo7cpbuRrYWAmiu6bLrnfc3P4gxeJASSv3DpL,Base Background,Base Cloth,Red Eyes,No Trait,Crown,Steampunk Mask,Flower Necklace,Human,Aurorian
3549,101,6775,0,https://magiceden.io/item-details/9Ls9ngYu2xV2dPdaRjUPywvmcVVqFRf3zwq27LGkffJb,Base Background,Polo,Blue Skull Glasses,Undercut,No Trait,Base Mouth,No Trait,Human,Aurorian
3585,200,7696,0,https://magiceden.io/item-details/AtRTqzDWdYDN5YAtsdKpytgS2NjGSUcEauhemnWGbJGS,Base Background,Base Cloth,Heart Glasses,Green Hair,No Trait,Base Mouth,Flower Necklace,Human,Aurorian
3596,85,7755,0,https://magiceden.io/item-details/7VbGCsXTb6CFFFZYS2pnJaZoXiTh6b7KPf4H2W7QncaL,Soft Blue,Base Cloth,Viper Shades,Shaved,No Trait,Base Mouth,Aurory Necklace,Human,Aurorian
3617,54.5,3246,0,https://magiceden.io/item-details/2NLMJ8zdJR1fQeSK4yKGzhFCe9FFk3ih3pU5qtMwj2rn,Base Background,Green Sweater,Green,Playmobil,No Trait,Grin,No Trait,Human,Aurorian
3658,42.65,7276,29.38,https://magiceden.io/item-details/DRrS75hVaErY9zXLNdXjTXSyRBWWBFPbXFVLVByNZeQs,Base Background,Jean Jacket,Base Eyes,Curly,No Trait,Cat Mask,Aurory Necklace,Human,Aurorian
3679,69,6908,0,https://solanart.io/nft/AhmHRJwg1UGLZqN1zmQh2ft6YBrnh1tT1MTqYe69Dr1q,Base Background,Jacket,Black Eyes,Combed Haircut,No Trait,Base Mouth,Aurory Necklace,Human,Aurorian
3698,360,317,0,https://magiceden.io/item-details/G9mKcVWttPYJjJxnwiG5xEMx1Joybvez38MZPLKJ9xzT,Base Background,No Trait,No Trait,Purple Dreadlocks,No Trait,Barely Angry,Aurory Necklace,Golden Blob,Aurorian
3728,155,2504,0,https://magiceden.io/item-details/47FxfsXXxCGUv8JUf6dpz7BrZpXUQxWYSR6RPJX6rFdN,Base Background,No Trait,No Trait,No Trait,No Trait,Steampunk Mask,Flower Necklace,Solana Blob,Aurorian
3758,199,2881,0,https://magiceden.io/item-details/5aqn7AsTwRFf1o8uVGpjDr4BfDrmTeRp747Bxp8v8Aa4,Base Background,Axobubble Outfit,Base Eyes,Undercut,No Trait,Grin,Shark Necklace,Human,Aurorian
3779,51,4905,0,https://solanart.io/nft/32hDcgBmbyyJd8QfVJw7Jjy1cvapksESewihEJBG74MK,Soft Blue,Base Cloth,Base Eyes,No Trait,Doughnut Hat,Angry,Aurory Necklace,Human,Aurorian
3814,65,1911,0,https://solanart.io/nft/Ducg3F2uDAafT6gEnkbqE7UjjyVjAYAY6BzBNGfvSMaS,Gradient Blue,Black T-Shirt,Green,Green Hair,No Trait,Zipper Mask,Aurory Necklace,Human,Aurorian
3844,72,8245,0,https://solanart.io/nft/4CkW6hfAuxw4eCEuTmPdK8msVQB56LCn6bwd61GsYf4f,Base Background,Base Cloth,Blue Skull Glasses,No Trait,No Trait,Plague Mask,Flower Necklace,Human,Aurorian
3859,120,4081,0,https://magiceden.io/item-details/5G5FvmAez6yLnQ9zvVQPS7KQeJKCHbkUnxSqxEzjSwDi,Base Background,Base Cloth,Cat Eyes Black,Pigtails,No Trait,Grin,Shark Necklace,Human,Aurorian
3875,79,1271,0,https://magiceden.io/item-details/EwqvRysH4vNQHs5Lot5XXC1EKrpqRAkzHGQBrRDTWKqL,Base Background,Leather Jacket,Green,Curly,Cute headphone,Cat Mask,Aurory Necklace,Human,Aurorian
3925,140,4136,0,https://magiceden.io/item-details/6Kece6JLLcAcAVmfGibMEwDZPMKACoaMZjJeK9Z8sYiF,Base Background,No Trait,No Trait,Purple Dreadlocks,No Trait,Base Mouth,No Trait,Solana Blob,Aurorian
3964,86,8179,0,https://magiceden.io/item-details/DUK3n5ju8MjmmegAfJ4hYeTAA4nxYRCY5S9J5FZonVnX,Base Background,Pink Stripes,Base Eyes,No Trait,No Trait,Cat Mask,Flower Necklace,Human,Aurorian
3970,60,8520,0,https://solanart.io/nft/6oFx3uRA4UsikffiX8ZX8nr4ddS3YvH81EdLmn8BiMgB,Base Background,Overalls,Base Eyes,Purple Dreadlocks,No Trait,Base Mouth,Aurory Necklace,Human,Aurorian
3987,99,1766,0,https://magiceden.io/item-details/38vzqUB5jUHhVmCzgnbqdH3zLqf9LW5tvwzbNNAic459,Base Background,Puffy Jacket,Cat Green Pupil,No Trait,Witch Hat,Paint Mask,No Trait,Human,Aurorian
4028,70,2785,0,https://solanart.io/nft/F7bPutXsZhjKGPatkM9sUjPZ2hZBFbBrRQMzbnM6XVtg,Base Background,Overalls,Viper Shades,No Trait,Jotaro Cap,Zipper Mask,Aurory Necklace,Human,Aurorian
4089,136,3429,0,https://magiceden.io/item-details/BPLsJi86o7ofz7kfke61PuyVwyP8iYWhHqbA88XqLcvE,Base Background,Dipking Outfit,Viper Shades,Brown Dreadlocks,No Trait,Base Mouth,Aurory Necklace,Human,Aurorian
4104,50,3273,0,https://magiceden.io/item-details/2r6sfKvCXBgb3RKq53D2nsmfEHDYw2s37YJD6XHnrWfH,Base Background,Classy Outfit,Cat Black Pupil,Purple Dreadlocks,No Trait,Base Mouth,Shark Necklace,Human,Aurorian
4136,75,1466,0,https://magiceden.io/item-details/6QLv4RZoXmtMBQ6yRAVhFnb9gnFaZmAVdPKVmKRyZCma,Base Background,Puffy Jacket,Heart Glasses,No Trait,Beret Hat,Barely Angry,Shark Necklace,Human,Aurorian
4148,42.5,7147,31.39,https://magiceden.io/item-details/J6M9DwAAffeodzCmvadho4rDMGirb2QKQwUcM8vdjhY2,Base Background,Base Cloth,Green,Blond Hair Attached,No Trait,Zipper Mask,Aurory Necklace,Human,Aurorian
4156,73,5768,0,https://solanart.io/nft/4fNWK1JQM9hGzNUpsZbtFjTuXQLbXuGtVUACGEhaL2jL,Base Background,Overalls,No Trait,No Trait,No Trait,Base Mouth,Flower Necklace,Solana Blob,Aurorian
4185,75,656,0,https://magiceden.io/item-details/66J2AimYHA3Ytz6MrFc1Gkny3V19dBZVYXKo61Z8HsE,Base Background,Puffy Jacket,No Trait,No Trait,Crown,Plague Mask,Solana Necklace,Solana Blob,Aurorian
4210,100,8570,0,https://magiceden.io/item-details/9xdCXRoeSYm57mBe1bCgecoELBhw8W8hZneTDFmDqrbV,Base Background,Shoulder Straps,Base Eyes,No Trait,No Trait,Plague Mask,No Trait,Human,Aurorian
4230,75,2872,0,https://solanart.io/nft/AdyfgPwvso6TVuaHgwiAHHr3bcHEZLyn71ST8x1JUYue,Base Background,Helios Outfit,Blue Skull Glasses,No Trait,Feather Hat,Base Mouth,No Trait,Human,Aurorian
4264,65,9485,0,https://solanart.io/nft/BHnJKd4CC9R1XrPB7dAFeABawGs39wFj7Yp8zZhYMn2A,Base Background,Jacket,Base Eyes,No Trait,No Trait,Zipper Mask,Aurory Necklace,Human,Aurorian
4288,63,4122,0,https://solanart.io/nft/kHdcUMj3joCA8LsH7CvGphx93Wpn9R1ZnDUu5GuiXmB,Lagoon,Base Cloth,Base Eyes,No Trait,Gavroche Hat,Plague Mask,No Trait,Human,Aurorian
4293,97,247,0,https://magiceden.io/item-details/FnfUDF258qedg1G8PkdM4twj8PGGUL2MfsoQYbh7NjnF,Blue,Black Hoodie,Cat Black Pupil,Blob Hair,No Trait,Cat Mask,Shark Necklace,Human,Aurorian
4303,52,1183,0,https://magiceden.io/item-details/5PDi8RU2RyAfRnK7QUbtYmZ7nDMRzGtzt8q6F6ZmQiUC,Blue,Base Cloth,Cat Eyes Black,Pigtails,No Trait,Oni Mask,No Trait,Human,Aurorian
4351,58,7121,0,https://magiceden.io/item-details/2B7ZdXtcPVsrtyUD22dDZv9yS53dxVpq92An5zT8UVjj,Base Background,Polo,Base Eyes,Combed Haircut,No Trait,Big Smile,Aurory Necklace,Human,Aurorian
4378,90,5203,0,https://magiceden.io/item-details/C56JH8qsNbySkgr3F95fWDdm1Fe1kRAtVgYvdbBJ5397,Base Background,Overalls,Cat Black Pupil,Shaved,No Trait,Base Mouth,Aurory Necklace,Human,Aurorian
4380,69.69,1684,0,https://magiceden.io/item-details/GLQyw8T7cD3fgbVdq7XGLaird4wSq4U3nGJUb4yw1itA,Gradient Blue,Beetlefox Outfit,Base Eyes,Blond Hair Attached,No Trait,Zipper Mask,Aurory Necklace,Human,Aurorian
4420,99.5,4574,0,https://magiceden.io/item-details/5orNeqw2FRQgdsewFjBaKAkAGihWpmao3SN9UoDVSGbg,Base Background,Beetlefox Outfit,Base Eyes,Undercut,No Trait,Base Mouth,Flower Necklace,Human,Aurorian
4434,109.99,1722,0,https://magiceden.io/item-details/BFxEJZFU2M56VK7sLD9Da3v34ezdPxoPUEJGGv48XnDu,Base Background,Leather Jacket,Heart Glasses,Purple Dreadlocks,No Trait,Barely Angry,Shark Necklace,Human,Aurorian
4441,65,6951,0,https://solanart.io/nft/J1XCtSGFA3enGm3r8gzYpRrZMNUqWtfwLRdwwJGpawUy,Base Background,Yellow Stripes,Base Eyes,No Trait,Moogle,Base Mouth,Aurory Necklace,Human,Aurorian
4486,58.400002,3601,0,https://solanart.io/nft/8UXHVbRHQz13ZpHa4S1znB127CiW5QcWuCvym4YrR2b9,Base Background,Black Hoodie,Green,Green Hair,No Trait,Lollipop,Aurory Necklace,Human,Aurorian
4591,60,8469,0,https://magiceden.io/item-details/3Y542m8FMdMNYcfGwnPkognFbeNDBKqfMiw1uWKmhggv,Soft Blue,Base Cloth,Base Eyes,No Trait,Twitter Hat,Base Mouth,No Trait,Human,Aurorian
4607,89,8999,0,https://magiceden.io/item-details/5pdYjV6KvSQuqqijLiKNVLGQuipPCvjR1vMEgYYBwAgn,Base Background,Pink Stripes,Base Eyes,Undercut,No Trait,Base Mouth,No Trait,Human,Aurorian
4745,95,5019,0,https://magiceden.io/item-details/6DJGPqEAdGw1nvxPDNPgkcWi8xfUp7TKFdY1edrST2Mz,Base Background,Classy Outfit,Steampunk Glasses,No Trait,No Trait,Lollipop,Shark Necklace,Human,Aurorian
4788,61,3111,0,https://solanart.io/nft/2FB2CDwADRLbnvJsZ8oeNM4BfNZaeAoMH7BdcoyFR2gE,Blue,Base Cloth,Cat Eyes Black,Shaved,No Trait,Base Mouth,Aurory Necklace,Human,Aurorian
4797,72,7612,0,https://magiceden.io/item-details/3nzENhfV3n6hmfxJszihtBri71Uj5ZsFu6Z1Lwyc1rga,Base Background,Polo,Base Eyes,Long Blob Hair,No Trait,Base Mouth,No Trait,Human,Aurorian
4797,72,7612,0,https://solanart.io/nft/3nzENhfV3n6hmfxJszihtBri71Uj5ZsFu6Z1Lwyc1rga,Base Background,Polo,Base Eyes,Long Blob Hair,No Trait,Base Mouth,No Trait,Human,Aurorian
4809,155,3441,0,https://magiceden.io/item-details/9uraCPjbHRX7wNbMbRkoaCJ3vp5tpgvQg6X755c5iLre,Base Background,Base Cloth,Cat Eyes Red,No Trait,Zzoo Hat,Base Mouth,Shark Necklace,Human,Aurorian
4811,88,1566,0,https://magiceden.io/item-details/9U8Pf5G8b6j3icASBAg8K6iQLPDNrw8Q5DGeT5gcHaAN,Soft Blue,Pink Stripes,Viper Shades,No Trait,Dragon Hat,Base Mouth,Shark Necklace,Human,Aurorian
4820,63,5443,0,https://magiceden.io/item-details/DrzXj5o3SqrEbJbSgerrqqwmiYzS23gtxr2MVBNtqbXp,Base Background,Puffy Jacket,Base Eyes,Pigtails,No Trait,Grin,Shark Necklace,Human,Aurorian
4833,110,3458,0,https://magiceden.io/item-details/4bcpH3Dv9Zq9YSPxfkPwXYwhstPApwV7pQxh8EHStSj4,Base Background,Zzoo Outfit,Base Eyes,Zero Two Hair,No Trait,Grin,No Trait,Human,Aurorian
4848,98.9,382,0,https://magiceden.io/item-details/9EsqpQhZzB4us2DaywaEFV6jZGqWWtDb1eGodx6Kaf1P,Soft Blue,No Trait,Aave Glasses,No Trait,Crown,Bane Mask,Aurory Necklace,Solana Blob,Aurorian
4979,53.6,9686,0,https://magiceden.io/item-details/AYrMz8M3Whq9vYAULa3CwQjhhM8t8MYqJW5ZCSKYxLmV,Base Background,Classic Jacket,Base Eyes,No Trait,No Trait,Base Mouth,No Trait,Human,Aurorian
5001,78,9176,0,https://magiceden.io/item-details/a68hDWuvyD2nf3Cp5qFq5Uzvf1CYLeqD9jqdLvkrSYo,Base Background,Axobubble Outfit,Base Eyes,No Trait,No Trait,Base Mouth,Aurory Necklace,Human,Aurorian
5043,285,1493,0,https://magiceden.io/item-details/6y9WJuQ38cMtonq4XfVjnho3zcEsSHfhATNyEZNikXZu,Base Background,Leather Jacket,No Trait,Pigtails,No Trait,Base Mouth,No Trait,Golden Blob,Aurorian
5074,43,2292,45.83,https://magiceden.io/item-details/BLL6cgxSTRNwqJXPUNi1DKnxNma5yAgaNRmbDXjWDZ6c,Gradient Blue,Base Cloth,Black Eyes,Blond Hair Attached,No Trait,Plague Mask,Flower Necklace,Human,Aurorian
5095,79,3025,0,https://magiceden.io/item-details/6becyEG9ncQj88kKFqUrQz5x4z6RRNtrX2pGLMAqRrjf,Soft Blue,Pink Stripes,Viper Shades,Green Hair,No Trait,Base Mouth,Flower Necklace,Human,Aurorian
5109,65,4665,0,https://magiceden.io/item-details/BW6Tsqwn6iNGNt6U2irSbPcnLxjph1qyxdBBRFwGtHGc,Base Background,Base Cloth,Base Eyes,Curly,Luffy Hat,Zipper Mask,No Trait,Human,Aurorian
5117,72,4300,0,https://magiceden.io/item-details/7oqftN5uFS9vYQC8VqHE6BCfBve2xfmLkqRueYbYngRn,Base Background,Jacket,No Trait,Blond Hair Attached,No Trait,Base Mouth,Aurory Necklace,Solana Blob,Aurorian
5123,85,5724,0,https://magiceden.io/item-details/DRutRma2xNCTNofNhvhqvTUyMesRjrRjiNPx97hQwLr,Base Background,Bitebit Outfit,Base Eyes,White Hair,No Trait,Base Mouth,Aurory Necklace,Human,Aurorian
5131,298,448,0,https://magiceden.io/item-details/5wEtFXYTgvksLYEmMKVTTyDcJzFVykHYWTrYjQajJ7pm,Base Background,Yellow Stripes,No Trait,No Trait,Twitter Hat,Oni Mask,Aurory Necklace,Zombie,Aurorian
