id,price,moonRank,ðŸ’Ž score (%),storeURL,Background,Cloth,Eyes,Hair,Hat,Mouth,Necklace,Skin,Type
7432,69,4050,0,https://solanart.io/nft/2fz3SRWvMaQJaD8FQwaKqXZUksEZ7PtSFafsdp2VgjeJ,Gradient Blue,Base Cloth,Steampunk Glasses,Shaved,No Trait,Zipper Mask,Aurory Necklace,Human,Aurorian
7456,60,4609,0,https://solanart.io/nft/3Fxd47west91ND7PCKcJmf2NVRTzwJZtqo71qLCCMsL5,Base Background,Leather Jacket,Heart Glasses,Shaved,No Trait,Cat Mask,No Trait,Human,Aurorian
7491,59.9,7011,0,https://magiceden.io/item-details/9s8BUzqQS4Pu8i3U9Xp5SaVdXUFNTHt8VsTzucpG4CN7,Base Background,Base Cloth,Base Eyes,Zero Two Hair,No Trait,Zipper Mask,Solana Necklace,Human,Aurorian
7542,80,3329,0,https://magiceden.io/item-details/3yeghv6PYWVgEVqjAURQn86DYZnvTB7R369M7AeZ2N8x,Base Background,Pink Stripes,Base Eyes,Clementine Hair,Luffy Hat,Base Mouth,Aurory Necklace,Human,Aurorian
7569,48,8478,0,https://solanart.io/nft/3QhyHzsbAkhNnNAzDMUfn6SiV6NoYf7vmtyiZUQdVG4d,Base Background,Polo,Base Eyes,Brown Dreadlocks,No Trait,Base Mouth,No Trait,Human,Aurorian
7579,52.400002,6882,0,https://solanart.io/nft/2qX8w4E6rKqv4oXVwL3jVRuyULr6je92QFN7ohgia5vt,Soft Blue,Black T-Shirt,Cat Eyes Red,No Trait,No Trait,Base Mouth,Aurory Necklace,Human,Aurorian
7585,77,3507,0,https://solanart.io/nft/H28UBksHfh4FoTzyGK6y2ZazCDTFfBYJprZwJodk1cE3,Base Background,Shoulder Straps,Green,Long Blob Hair,No Trait,Base Mouth,No Trait,Human,Aurorian
7612,64,4279,0,https://magiceden.io/item-details/58viJM1G2hkx2j2r7P281U8RaLuAHwuYm5GKxtYVRFQc,Base Background,Pink Stripes,Green Eyes,No Trait,No Trait,Steampunk Mask,Flower Necklace,Human,Aurorian
7662,75,520,0,https://solanart.io/nft/3vuQMevCZD89hb5g12mzrptsuoEVJPmMYWe4CyKkgp6Q,Soft Blue,Leather Jacket,Cat Eyes Black,Playmobil,No Trait,Paint Mask,Shark Necklace,Human,Aurorian
7695,215,361,0,https://magiceden.io/item-details/DscdeousNJDcr7PLWU8apSQt57mUxL97vUfYwPkUDfpU,Base Background,Green Sweater,No Trait,Playmobil,No Trait,Big Smile,Aurory Necklace,Golden Blob,Aurorian
7699,70,1202,0,https://solanart.io/nft/Bj11eZZdUSQhXuKeaWq2VgGTbcG9JMxcQq8eia4xEWK6,Base Background,Overalls,Viper Shades,No Trait,Crazy Horse Hat,Paint Mask,No Trait,Human,Aurorian
7741,89,4466,0,https://magiceden.io/item-details/7RxtFEgqMFQRNGMtBMWuGcb6GavAzHRkJBW4hBSFDm7z,Soft Blue,Base Cloth,Black Eyes,Purple Dreadlocks,No Trait,Zipper Mask,No Trait,Human,Aurorian
7767,51,1656,0,https://magiceden.io/item-details/EyUSBSM8NwPakccCAMZvfZtnx8ToUrQHLqRVLfXrwoYu,Blue,Jean Jacket,Base Eyes,Curly,No Trait,Steampunk Mask,Aurory Necklace,Human,Aurorian
7776,60,3947,0,https://magiceden.io/item-details/6qFemyXtQZEpRuUPG6cPvagBkTMXBzPf7aMh4i9GBt8J,Base Background,Leather Jacket,Cat Eyes Red,Green Hair,No Trait,Zipper Mask,Aurory Necklace,Human,Aurorian
7812,139,593,0,https://magiceden.io/item-details/ADhtsjTDeg5Yig6Zz4R55syg8uCU8e7ha6x2NtVtqfsz,Base Background,Black Hoodie,No Trait,Combed Haircut,No Trait,Zipper Mask,Shark Necklace,Zombie,Aurorian
7817,125.42069,842,0,https://magiceden.io/item-details/DZzxL9jcqMhqY8DYxJSvbApHw9C3aLD8xuxRv3GjVjKD,Lagoon,Leather Jacket,Black Eyes,Brown Dreadlocks,No Trait,Zipper Mask,No Trait,Human,Aurorian
7863,70,2843,0,https://solanart.io/nft/Ez2GDjqiF4T427B15cTpsxKbM2fu5iBRAwumd4g3GAki,Base Background,Pink Stripes,Green,Zero Two Hair,No Trait,Barely Angry,Aurory Necklace,Human,Aurorian
7882,69.42,6426,0,https://magiceden.io/item-details/9Qyk8chJxMwH4wKnbkpbJtGgWbBtr7XAXyXAxYJd5wVd,Base Background,Base Cloth,Aurory Glasses,Blond Hair Attached,No Trait,Base Mouth,Shark Necklace,Human,Aurorian
7894,60,3701,0,https://magiceden.io/item-details/7Rq1o7cG4bEQjW61Vw2frbSJ4TtWHV4bpt9eF4WmWF7Y,Base Background,Base Cloth,Heart Glasses,Pigtails,No Trait,Lollipop,Solana Necklace,Human,Aurorian
7947,58,4343,0,https://magiceden.io/item-details/2kxwuWaB7jsUuphKNAjHZwpNsHPiCQ3NFP1yLV2KGraE,Base Background,Jean Jacket,Green,Green Hair,No Trait,Big Smile,No Trait,Human,Aurorian
7947,58,4343,0,https://solanart.io/nft/2kxwuWaB7jsUuphKNAjHZwpNsHPiCQ3NFP1yLV2KGraE,Base Background,Jean Jacket,Green,Green Hair,No Trait,Big Smile,No Trait,Human,Aurorian
8000,65,5843,0,https://solanart.io/nft/7hE2gRswZRjzff8U3dP74YG5x2t2CeHtEw4jCuLk71Kz,Base Background,Base Cloth,Cat Eyes Red,No Trait,Raccoon Hat,Cat Mask,No Trait,Human,Aurorian
8004,75,8554,0,https://magiceden.io/item-details/FudwTgeY2ZTQaXsAEnFUNhiaiFww1okE64Kg6CoeHAh7,Base Background,Polo,Base Eyes,Blob Hair,No Trait,Base Mouth,Aurory Necklace,Human,Aurorian
8034,69.42,5071,0,https://magiceden.io/item-details/EA4eRvP7yd8cCJWdHXv7SApKTYRCkYjaYpmCkGEmXrtq,Base Background,Jacket,Viper Shades,Undercut,No Trait,Zipper Mask,Aurory Necklace,Human,Aurorian
8049,300,83,0,https://magiceden.io/item-details/67eAZy6ejT6GyviKhAd4R4hyKyufrhYkAaxZemcFgZEN,Lagoon,Black T-Shirt,Black Eyes,Clementine Hair,Dragon Hat,Big Smile,No Trait,Human,Aurorian
8054,169,121,0,https://magiceden.io/item-details/8Ftwdc1mBKJanz57qocZV54FLrk68dNYLbABjUEUjy3P,Blue,No Trait,No Trait,Combed Haircut,No Trait,Lollipop,Flower Necklace,Solana Blob,Aurorian
8085,88.88,9757,0,https://magiceden.io/item-details/HRtirSktTSiEt5BcuMXbHk7ZpjEBBXYeFgjuYioHZME9,Base Background,Base Cloth,Base Eyes,No Trait,Big Crown,Base Mouth,Aurory Necklace,Human,Aurorian
8103,147.5,4488,0,https://magiceden.io/item-details/8uG158GqGq7NwryxbNQ8Xj7eZfsXRpiLoqfF3QK7Wh88,Base Background,Base Cloth,Base Eyes,No Trait,Dinobit Hat,Steampunk Mask,No Trait,Human,Aurorian
8115,52,6600,0,https://magiceden.io/item-details/H1QRmqW9fjfLC3hPZQwvLMNF9VgrQH3PBLaiLQtb38df,Base Background,Base Cloth,Aave Glasses,No Trait,Crown,Base Mouth,Flower Necklace,Human,Aurorian
8118,75,3964,0,https://solanart.io/nft/J6CMSHmiaBoy5LP257ome9EW2jY4HW7hFPJqSHSXeRKQ,Gradient Blue,Base Cloth,Green Eyes,No Trait,Beret Hat,Base Mouth,Shark Necklace,Human,Aurorian
8129,71,4100,0,https://magiceden.io/item-details/9W7t28crGLaviGk36pqudqmDsd2kLVbgWWRnqUFUADRR,Base Background,Classy Outfit,Black Eyes,Purple Dreadlocks,No Trait,Cat Mask,No Trait,Human,Aurorian
8136,710,197,0,https://magiceden.io/item-details/9Eyfjw1nZn6Vopv2kpkCmnmNjVsAK8r6hU59BBaLe1ZE,Base Background,Scarf,No Trait,Curly,No Trait,Oni Mask,Shark Necklace,Solana Blob,Aurorian
8151,56.5,9541,0,https://magiceden.io/item-details/5nvrnMeJ5mQZuqmSLk7Z1jDzpbLmtdfXFcnV6FmQMhd7,Base Background,Base Cloth,Black Eyes,No Trait,No Trait,Big Smile,No Trait,Human,Aurorian
8152,48.5,3466,0,https://magiceden.io/item-details/F4NEiLghognSAVZxeV4MX1ds8YGntzHrnEZ7CjfXsZC3,Base Background,Base Cloth,Black Eyes,No Trait,Gavroche Hat,Barely Angry,Shark Necklace,Human,Aurorian
8220,555,2435,0,https://magiceden.io/item-details/6s9qPcsWqB4YRpz74sAqeBzaaqbk6cxf96QbVbFwKuuP,Base Background,Shoulder Straps,Black Eyes,No Trait,Big Crown,Zipper Mask,No Trait,Human,Aurorian
8227,109,5734,0,https://magiceden.io/item-details/59udBszfTdwN5xfftJ4493J4qqpqDnEktH7jRGF249eF,Base Background,Zzoo Outfit,Base Eyes,Zero Two Hair,No Trait,Base Mouth,No Trait,Human,Aurorian
8256,52,8427,0,https://solanart.io/nft/FA9G4NrJCjiNiJzTnTCWfpXTvhwHvd7XmbEMkoiv246h,Base Background,Base Cloth,Base Eyes,Brown Dreadlocks,No Trait,Oni Mask,No Trait,Human,Aurorian
8261,53,5875,0,https://magiceden.io/item-details/8tDgf1AoY4mcyf5Jo8buQT9EP2z62PhfYqoxCo5XuT5R,Soft Blue,Base Cloth,Base Eyes,Undercut,No Trait,Big Smile,Shark Necklace,Human,Aurorian
8277,139,4008,0,https://magiceden.io/item-details/5692rArLwtH1iV6BypfQZ6MFynbEJ9zmEqP5obyWXspr,Base Background,Base Cloth,Spring Glasses,Long Blob Hair,No Trait,Grin,No Trait,Human,Aurorian
8308,75,2795,0,https://magiceden.io/item-details/BpBPvb9TH9tVsRmw5u9UQzfwHq8kG3gcV8JvaTSaBgNT,Base Background,Black T-Shirt,Red Eyes,No Trait,Jotaro Cap,Big Smile,No Trait,Human,Aurorian
8341,76,5544,0,https://magiceden.io/item-details/H3PKtyK1KcSWqkiMf8MFJ5jLS6Sh3wA7rb8ECSm8YwaE,Gradient Blue,Base Cloth,Aave Glasses,No Trait,Phantom Cap,Base Mouth,No Trait,Human,Aurorian
8341,76,5544,0,https://solanart.io/nft/H3PKtyK1KcSWqkiMf8MFJ5jLS6Sh3wA7rb8ECSm8YwaE,Gradient Blue,Base Cloth,Aave Glasses,No Trait,Phantom Cap,Base Mouth,No Trait,Human,Aurorian
8372,79,599,0,https://magiceden.io/item-details/5piiSyNEKej7UrtS3MbFF3FZWwt8HAZkdVL6CX1eyJGR,Base Background,Overalls,Viper Shades,Curly,Cute headphone,Zipper Mask,No Trait,Solana Blob,Aurorian
8407,51.990002,8921,0,https://solanart.io/nft/ChRhBkmiq6JyghMUPB1t9fj1gjkc3sp3VXoHQmNRrdU3,Base Background,Pink Stripes,Base Eyes,Pigtails,No Trait,Base Mouth,No Trait,Human,Aurorian
8422,65,2226,0,https://solanart.io/nft/2y3Wi8cb78s87oFdDnE7mkyMkuAPGViTyS8JdDQHZuau,Base Background,Jean Jacket,Base Eyes,Combed Haircut,Gavroche Hat,Paint Mask,No Trait,Human,Aurorian
8441,350,105,0,https://magiceden.io/item-details/3ACKC7ggSme97sgRJvZvZygWWa1H95YwDoLegq5ZZG5R,Base Background,Open Leather Jacket,No Trait,No Trait,Phantom Cap,Oni Mask,Shark Necklace,Solana Blob,Aurorian
8442,60,2420,0,https://magiceden.io/item-details/9YMNRgkfutkKN6NoUpQ9vUddHa6emNeP2KfhtbpvzV97,Soft Blue,Classy Outfit,Red Eyes,Purple Dreadlocks,No Trait,Plague Mask,Aurory Necklace,Human,Aurorian
8442,60,2420,0,https://solanart.io/nft/9YMNRgkfutkKN6NoUpQ9vUddHa6emNeP2KfhtbpvzV97,Soft Blue,Classy Outfit,Red Eyes,Purple Dreadlocks,No Trait,Plague Mask,Aurory Necklace,Human,Aurorian
8478,69,6098,0,https://magiceden.io/item-details/38JBB9DV64DwUgdogSPQ4A36UmgWG5AwhAaJL5QFgfRc,Base Background,Polo,Base Eyes,No Trait,Cute headphone,Grin,No Trait,Human,Aurorian
8478,69,6098,0,https://solanart.io/nft/38JBB9DV64DwUgdogSPQ4A36UmgWG5AwhAaJL5QFgfRc,Base Background,Polo,Base Eyes,No Trait,Cute headphone,Grin,No Trait,Human,Aurorian
8504,39,6347,69.6,https://magiceden.io/item-details/7Qat8MRKmazotH3mkeT6QE2CBfXNDK1fV4JhZANNoUiW,Base Background,Classy Outfit,Green,Zero Two Hair,No Trait,Base Mouth,Aurory Necklace,Human,Aurorian
8556,99,7041,0,https://magiceden.io/item-details/Bysx6DVpgTni2bTKUdgnbgoJXZmCDgnayjkHH8zHCQyp,Base Background,Dinobit Outfit,Green,No Trait,No Trait,Base Mouth,Aurory Necklace,Human,Aurorian
8569,42,3219,52.12,https://magiceden.io/item-details/6JbmX2zePq3bbHyUDCjDfZuGrqZGJ6KWr8bNRg4mWamk,Soft Blue,Base Cloth,Green,Zero Two Hair,No Trait,Barely Angry,Aurory Necklace,Human,Aurorian
8573,64,7719,0,https://solanart.io/nft/79XtwmEVkoxSpwEvgv9mdGWmeR7mCpWykFdi7jKnQdUz,Base Background,Base Cloth,Base Eyes,No Trait,Beret Hat,Steampunk Mask,Aurory Necklace,Human,Aurorian
8699,52,2485,0,https://magiceden.io/item-details/6kBJryM72qWXS965uGcSj4cD4idr1W7Az8fyAkAvj4vR,Soft Blue,Black T-Shirt,Base Eyes,No Trait,Twitter Hat,Steampunk Mask,Aurory Necklace,Human,Aurorian
8715,68,9442,0,https://solanart.io/nft/HLThZ2FYF9TSv5gHtDsnHnj6Upwd86rN4DpjoKNmYhLx,Base Background,Black T-Shirt,Base Eyes,No Trait,No Trait,Plague Mask,Aurory Necklace,Human,Aurorian
8723,46.69,5538,0,https://magiceden.io/item-details/148vuXXL6jTj7p2TrWksDQirxssg4mr3VCj1CUSRm5BG,Blue,Base Cloth,Base Eyes,Playmobil,No Trait,Base Mouth,Flower Necklace,Human,Aurorian
8786,88,2243,0,https://magiceden.io/item-details/9rsxqPdad3G7QaXZB1MhvY6kJ32bKDHbu2W4GZebzmEh,Base Background,Black Hoodie,Green Eyes,Clementine Hair,Phantom Cap,Base Mouth,Aurory Necklace,Human,Aurorian
8802,73,5878,0,https://magiceden.io/item-details/AQfhKL2L2WuwnGuUGxG92dHjtaEr827Duw5R4YPpdkj9,Base Background,Leather Jacket,Base Eyes,Pigtails,No Trait,Steampunk Mask,No Trait,Human,Aurorian
8816,52.69,7522,0,https://magiceden.io/item-details/5tjL91baHbSrhMKVuF85mu9ZSCTegpz7rp8VYLrt2qmh,Base Background,Base Cloth,Spring Glasses,Purple Dreadlocks,No Trait,Base Mouth,Aurory Necklace,Human,Aurorian
8827,60,6367,0,https://solanart.io/nft/4pGFja7Dc5SqMcxUQXuKygx5aobzz3C5Ycf57fzKz228,Base Background,Jean Jacket,Black Eyes,Blob Hair,No Trait,Base Mouth,No Trait,Human,Aurorian
8906,72,930,0,https://solanart.io/nft/3F1oGyHPrrthuRLkqMtBshiz3zurmbphZgv2NhuyjVSi,Base Background,Yellow Stripes,Spring Glasses,Purple Dreadlocks,No Trait,Grin,Aurory Necklace,Solana Blob,Aurorian
8951,44,3039,32.84,https://magiceden.io/item-details/GW7Mx7Koa8dScLCV6tUgybjrqyVxk1MziixWjGNfaKcq,Base Background,Jacket,Steampunk Glasses,Blond Hair Attached,No Trait,Paint Mask,No Trait,Human,Aurorian
8966,52,2527,0,https://solanart.io/nft/6oMMt4KQtux7pcx13QkCPWi4n5oei2j3F34vec8Qe6wP,Gradient Blue,Base Cloth,Blue Skull Glasses,No Trait,Gavroche Hat,Lollipop,No Trait,Human,Aurorian
9032,60,2928,0,https://solanart.io/nft/5GNQ5PJoeWpcmiW8jxwaAWknosvTZos1GfgXpJ5DWCp9,Lagoon,Classy Outfit,Viper Shades,No Trait,No Trait,Lollipop,No Trait,Human,Aurorian
9053,70,6490,0,https://solanart.io/nft/BNZBqf4SriqFaEGWw5VFoj3Q9GRt3My75yCwHkefQXrR,Gradient Blue,Jacket,Base Eyes,Undercut,No Trait,Base Mouth,No Trait,Human,Aurorian
9063,67,2743,0,https://solanart.io/nft/BsaGU7jtAPZq83hhRsTDnt3TAqTi3MkCRU1uXaEA6Egc,Soft Blue,Polo,Base Eyes,No Trait,Gavroche Hat,Lollipop,Aurory Necklace,Human,Aurorian
9070,60,3260,0,https://solanart.io/nft/98tHWcVh8HYWhLkVmXHNsdzVYfcyFLS85shWgj1MGqJM,Base Background,Black T-Shirt,Base Eyes,Playmobil,Big Crown,Zipper Mask,Aurory Necklace,Human,Aurorian
9074,195,1277,0,https://magiceden.io/item-details/2NLbs24sNgoQq79wXTubLfJAHV7oPXC6vSkNJH59jv5a,Gradient Blue,Polo,Aave Glasses,Blob Hair,No Trait,Base Mouth,No Trait,Solana Blob,Aurorian
9097,60,7236,0,https://magiceden.io/item-details/FgUoTbK4qnuozuqFiikXTQrMnPD8TCXSxXhieTZMq4LG,Base Background,Base Cloth,Blue Skull Glasses,No Trait,Luffy Hat,Base Mouth,No Trait,Human,Aurorian
9104,200,982,0,https://magiceden.io/item-details/ABx4AXZKaLJzfnYqpD7aHXHSZud4MpLtFbBLdCmYd1Bv,Soft Blue,Dipking Outfit,Base Eyes,No Trait,Crown,Bane Mask,Aurory Necklace,Human,Aurorian
9113,50,7110,0,https://magiceden.io/item-details/86d9TmsKGCnprpwStqmUESViDmULgGoSZhSiMjhNTeBE,Gradient Blue,Base Cloth,Base Eyes,Brown Dreadlocks,No Trait,Base Mouth,Shark Necklace,Human,Aurorian
9118,66,4784,0,https://magiceden.io/item-details/6XWrWqqiMCj5p1stKdmNxkJqJntgRDrjr2MuywjZKnuY,Base Background,Base Cloth,Base Eyes,Clementine Hair,Luffy Hat,Base Mouth,Shark Necklace,Human,Aurorian
9138,99.99,6247,0,https://magiceden.io/item-details/yEeYTE2ejbF79Nm2mNSzQPhbWDpTNWgQfvuSyep1t8V,Base Background,Base Cloth,Blue Skull Glasses,No Trait,Phantom Cap,Cat Mask,Aurory Necklace,Human,Aurorian
9219,45,3293,21.82,https://magiceden.io/item-details/2NSSJSFaPMSW5SW6sEYxY1FiEZJ9qNg7TJnSoi5X3r2h,Base Background,Overalls,Base Eyes,No Trait,Twitter Hat,Grin,Solana Necklace,Human,Aurorian
9235,70,1485,0,https://solanart.io/nft/J9VEPkJcTfk57LarNEJZ75o6CRKkHRb83W1EAL6NfXNc,Base Background,Shoulder Straps,Base Eyes,Curly,Twitter Hat,Lollipop,No Trait,Human,Aurorian
9277,99.69,4178,0,https://magiceden.io/item-details/4SoNnMwZ5D2sSp9H3YTyW9FpTzfpagjshiXjeKcDZt3X,Base Background,Base Cloth,Spring Glasses,No Trait,Beetlefox Hat,Base Mouth,Aurory Necklace,Human,Aurorian
9289,38.5,8943,64.21,https://magiceden.io/item-details/9tLNqreFZyPtYf4KGFbaug6ZviWgsEXyD7zh9H8GpCjG,Base Background,Base Cloth,Heart Glasses,Blond Hair Attached,No Trait,Base Mouth,Aurory Necklace,Human,Aurorian
9341,125,820,0,https://magiceden.io/item-details/4ahWcS6zsA1qWVkeiC3cSUu3Qnq9nvP2VLS4Wxdfn16b,Base Background,Jacket,No Trait,Purple Dreadlocks,No Trait,Zipper Mask,Solana Necklace,Solana Blob,Aurorian
9367,69,796,0,https://solanart.io/nft/CSpXNugR2NaX9LziL7FkSpft9FtvUaTs9moozDMFA9vP,Gradient Blue,Yellow Stripes,Viper Shades,No Trait,Phantom Cap,Grin,Flower Necklace,Human,Aurorian
9395,200,198,0,https://magiceden.io/item-details/HiLEtN83ir7g3p79aMwT8kVkajsTGFbshm1sCwyDek9G,Blue,Leather Jacket,Base Eyes,Playmobil,Jotaro Cap,Lollipop,Aurory Necklace,Human,Aurorian
9408,300,559,0,https://magiceden.io/item-details/DaCdGsWeQ22T4Ko8xphGySiqY7X3pGU5Q3WRhqQkPRkt,Base Background,Puffy Jacket,No Trait,Zero Two Hair,No Trait,Cat Mask,Aurory Necklace,Golden Blob,Aurorian
9439,57.5,6753,0,https://magiceden.io/item-details/GnBor5nHQWWx5hUCaodF9GmhyCCEc2QTmJHVxGBnAXhC,Base Background,Bitebit Outfit,Base Eyes,No Trait,No Trait,Lollipop,Aurory Necklace,Human,Aurorian
9442,89,1019,0,https://magiceden.io/item-details/2NfQKTV1Kb4KLfB9Z9LmZk3Azqa7q89xHhBsH8XWcQ93,Base Background,No Trait,No Trait,No Trait,Doughnut Hat,Zipper Mask,Shark Necklace,Solana Blob,Aurorian
9446,118,1273,0,https://magiceden.io/item-details/CCnPPKdTPMmofoqGE3RRodTv7E4eY2kXnSrYTDK9jPSx,Base Background,Overalls,Heart Glasses,No Trait,Dracurve Hat,Grin,No Trait,Human,Aurorian
9455,59,8645,0,https://magiceden.io/item-details/GFcmfuDsFTMsmUrw4sp1ZNAXgJpMAjSzvpo5bKMbxsCo,Base Background,Pink Stripes,Base Eyes,Blob Hair,No Trait,Base Mouth,No Trait,Human,Aurorian
9551,95,5841,0,https://magiceden.io/item-details/FsX4tkhnrsVxovm5BA7mp6ubNUgrLsBm2hgdsTwPb4BZ,Base Background,Base Cloth,Viper Shades,Combed Haircut,Plague Hat,Base Mouth,Aurory Necklace,Human,Aurorian
9591,200,6214,0,https://magiceden.io/item-details/8ENDGV7UNxvBPkhciFLc1MgKAaUpaL4VwcvbTVouH6PG,Soft Blue,Base Cloth,Red Eyes,Long Blob Hair,No Trait,Base Mouth,No Trait,Human,Aurorian
9596,79.89,2291,0,https://magiceden.io/item-details/DhgsZ1y6BBw6jUVNPcBrPz3C82ZzkPeJRBoNTr71x2aV,Base Background,Classy Outfit,Green Eyes,No Trait,Crown,Zipper Mask,Shark Necklace,Human,Aurorian
9614,56.99,2995,0,https://magiceden.io/item-details/51H8Ak6vgEN3F8Xyw4YM2feVQCoU6hKcpayKBRbg6ypi,Soft Blue,Leather Jacket,Red Eyes,Green Hair,No Trait,Grin,No Trait,Human,Aurorian
9662,54,3916,0,https://solanart.io/nft/ABo5hwZHsaYtwPFpu2vCce8XEaCpu1cPEKTdP6p18Sap,Soft Blue,Base Cloth,Base Eyes,White Hair,No Trait,Steampunk Mask,Shark Necklace,Human,Aurorian
9730,222,1117,0,https://magiceden.io/item-details/357bjuW193Z4Npess4ug1ivB7rYm5BH3Rc6N83A6N5Dg,Base Background,Black Hoodie,No Trait,No Trait,Dipking Hat,Base Mouth,No Trait,Solana Blob,Aurorian
9749,70,584,0,https://magiceden.io/item-details/E4Niy3UsB8sW5y7Uy1ywRmBLC1LcC3937rVb6nxbFymN,Base Background,No Trait,Viper Shades,Combed Haircut,Beret Hat,Zipper Mask,Aurory Necklace,Solana Blob,Aurorian
9795,52,1815,0,https://magiceden.io/item-details/Hesj3AHPtkD9RbePbtunj1P8649tLuFjrgbz6VRxcrMs,Base Background,Pink Stripes,Viper Shades,Shaved,No Trait,Bane Mask,No Trait,Solana Blob,Aurorian
9808,65,2211,0,https://solanart.io/nft/9ajmrJYtruTjmRMqeydSDrusXwJHJ38c5VwXjb8S3Qj,Base Background,Polo,Spring Glasses,No Trait,Raccoon Hat,Plague Mask,No Trait,Human,Aurorian
9853,105,7171,0,https://magiceden.io/item-details/Eq25SfkZs4z91dod5Sgy63SFgSi7JREaJ1i6eQCE6rPq,Base Background,Zzoo Outfit,Viper Shades,No Trait,No Trait,Base Mouth,Aurory Necklace,Human,Aurorian
9872,499,2328,0,https://magiceden.io/item-details/8saD1wzY6ZdLd7boXSK1qLaFU9BkWyJsmYYXrLVv6Tax,Soft Blue,Base Cloth,Green Eyes,No Trait,Helios Hat,Base Mouth,No Trait,Human,Aurorian
9911,420.69,1468,0,https://magiceden.io/item-details/BHEc9ewb17A5YZ3zwDmScYRQzKLChbbA99vMiPyesG5j,Base Background,Pink Stripes,Viper Shades,No Trait,No Trait,Lollipop,No Trait,Golden Blob,Aurorian
9950,350,5597,0,https://magiceden.io/item-details/BQmJ45XMEQcWH6v9LipPwtEXBb9xSkpBnHfrxqW1AqvS,Base Background,Jacket,Black Eyes,No Trait,Beret Hat,Base Mouth,Aurory Necklace,Human,Aurorian
9965,58,9767,0,https://magiceden.io/item-details/56KoQ6Y5ANrQkSV2bgYFFfcPpAXoigLM86GW4yihnKUN,Base Background,Base Cloth,Viper Shades,No Trait,No Trait,Zipper Mask,No Trait,Human,Aurorian
