id,price,moonRank,ðŸ’Ž score (%),storeURL,Background Color,Beak Color,Chain,Ear-ring,Face Tattoo,Favourite rapper,Head accessories,Head Color,Neck Color,Position in gang,Shades,Smoking,Type
1635,76,656,0,https://solanart.io/nft/fcxCVuwYRKDXN4XawK4RimyHtYNbJuy8fuaq4juRsaA,coral,lightgray,silver,gold,none,mobb deep,normal,silver,darkseagreen,thug,standard,none,normal
1646,45,53,0,https://magiceden.io/item-details/EouqFHQ2enfrRKrSUTYsWoWU7bX9RSQ7N7PXmzox5E3S,aquamarine,saddlebrown,silver,none,none,tupac,beanie,peachpuff,cadetblue,enforcer,standard,none,normal
1664,25,1959,26.2,https://magiceden.io/item-details/GVmb5Ut8Qf3tF1QBUJHWx8e79p9vzkXJRfHZXipxnPy4,coral,saddlebrown,none,silver,none,nas,normal,paleturquoise,rosybrown,thug,standard,none,normal
1688,33,3060,0,https://solanart.io/nft/692xUNVGTn6dUqWNKf4oQL6WeAv4yRhQgehiSr7pQSRz,thistle,lightsalmon,none,none,none,biggie,normal,powderblue,gray,thug,standard,none,normal
1707,42.68,1873,0,https://magiceden.io/item-details/FtqzmzTpPUdYLVX1z3Sy3qNDs8tWyub9GJNNh1JNpHzx,coral,lightsalmon,none,none,none,biggie,normal,beige,darkseagreen,thug,standard,none,normal
1710,25,2860,15.31,https://magiceden.io/item-details/C4HcHwXQpfRNjijyYYYh8k4YXYwyzQqwPzyikvFVGzfQ,palegreen,lightsalmon,none,none,none,jay-z,normal,thistle,rosybrown,thug,standard,none,normal
1712,123.449997,652,0,https://solanart.io/nft/6pVxoGx1jQFNqvEg6tvQ9LyEuonWbwCeFguboKQ9Pivd,khaki,lightsalmon,none,none,none,ditc,normal,darkolivegreen,darkolivegreen,enforcer,standard,none,zombie
1729,48.5,1697,0,https://magiceden.io/item-details/CsCr4Pynnxg3rxJ8UhUEuYh3Kwuf5WhQxEGNb7FhwLwh,palegreen,saddlebrown,none,none,none,gang-star,normal,lavender,lightslategray,thug,red,none,normal
1735,48,585,0,https://magiceden.io/item-details/BCr7cY48bpivUNctuhtVcNkhEXx3B5gkE4QYBz5SbhKg,khaki,saddlebrown,none,none,none,biggie,normal,lightcyan,lightcyan,enforcer,standard,none,alien
1744,222,596,0,https://alpha.art/t/FMAdiE3DiNJioLeAn5cifPGR99P9Shbc65nKK4CK3N8Q,palegreen,darkslategray,none,silver,none,ditc,normal,thistle,darkseagreen,thug,standard,blunt,normal
1749,50,2082,0,https://magiceden.io/item-details/3uzuUaPLXhAum7cNSddQFhMyz2QUFnMfbdEqQREYAaNH,lightpink,gray,none,gold,none,gang-star,normal,gainsboro,gray,thug,standard,none,normal
1777,40,1454,0,https://magiceden.io/item-details/38kv1CccBK33gKnDzsfxeZDYpGdPqRgepifkAceFFgoy,thistle,lightgray,none,silver,none,ditc,normal,lightgray,gray,thug,red,none,normal
1781,20.1,2659,66.74,https://magiceden.io/item-details/xF3oyPYkGBnFmSfPhaFLwMVShuSntNv7THLGk7AfaPQ,khaki,darkslategray,none,none,teardrop,wu-tang,normal,silver,gray,thug,standard,none,normal
1833,29.69,1995,0,https://magiceden.io/item-details/AV8osE753nancsgkYFtdcGv7tKsszjkD5HYLkfWs4vDJ,thistle,tomato,none,none,none,ditc,doorag,wheat,gray,thug,standard,none,normal
1848,130,3096,0,https://solanart.io/nft/BGkLbAekNo3HdugJaYRwvW5axWzCXkedxabzsX1of3yM,palegreen,darkslategray,none,none,none,tupac,normal,paleturquoise,gray,thug,standard,none,normal
1859,250,839,0,https://solanart.io/nft/2wozFZfXumgCoaapgYymMPnpHU5XiYpGbRjCLEk3TH4Y,thistle,gray,silver,none,none,wu-tang,normal,beige,darkgray,thug,standard,none,normal
1867,39.69,732,0,https://magiceden.io/item-details/Fy8iVTzRNFZVP1ywPoeDvWp4tLF9DTCzrJdzCpBD9Wyj,aquamarine,lightgray,silver,none,none,gang-star,beanie,paleturquoise,rosybrown,thug,standard,none,normal
1886,29,2276,0,https://magiceden.io/item-details/3hGNRAG8g6RjZ32eeA5RXSNWkEDC2w5S2BRgfmPomVPM,lightpink,lightsalmon,none,none,none,mobb deep,doorag,lightgray,gray,thug,standard,none,normal
1892,298,3136,0,https://solanart.io/nft/87M5mEfgQMmQBYXyddFzXCvXoR8Kd5TqaG6UxeGW8bMX,aquamarine,lightgray,none,none,none,ditc,normal,paleturquoise,gray,thug,standard,none,normal
1902,45,458,0,https://magiceden.io/item-details/2LE7A558sW6ZHA3zZHzX6jfLBYZ9wW1hYXTa1c1xtLn2,khaki,tomato,none,none,none,jay-z,doorag,lightcyan,lightcyan,thug,standard,none,alien
1933,300,377,0,https://solanart.io/nft/F2WUHELnSzprKScZzWX9TSdeZxkvQsdRP2y6VynfaBcw,aquamarine,gray,silver,none,none,gang-star,normal,lavender,darkseagreen,thug,red,none,normal
1940,20,3264,60.42,https://magiceden.io/item-details/3Q5o2aELjjTiAVeevgjqZuJnhHxEeZ3nYTgT2SRzjS4T,khaki,lightsalmon,none,none,none,ditc,normal,thistle,gray,thug,standard,none,normal
1942,169.690002,1340,0,https://solanart.io/nft/G9cPcaP4Kha1DMhkdMdaBox6cUPSzWLmqipzhx5zErGc,thistle,tomato,none,none,none,ditc,normal,lightgray,gray,underboss,standard,none,normal
2003,40,1008,0,https://magiceden.io/item-details/7uSPJ6GE3gjSMkL9YYsnNTU6MsnabhBmADUbPFEREGip,coral,lightsalmon,none,silver,none,outkast,normal,palegreen,gray,enforcer,standard,none,normal
2008,50,1281,0,https://magiceden.io/item-details/H22hQAoiq5Lhdsx4r48tAReSamgk9ViGcvhDa1x1FwPj,aquamarine,saddlebrown,none,none,none,biggie,normal,powderblue,gray,enforcer,standard,none,spotted
2021,32,2516,0,https://magiceden.io/item-details/3aetLrNWuUs6FTefQwy5QW1M3zAVZzAL4FJqQviSPgQF,lightpink,lightgray,none,silver,none,tupac,normal,palegoldenrod,gray,thug,standard,none,normal
2030,22,2105,54.44,https://magiceden.io/item-details/CsrxNzr7AB7oD26kuwTJm3ywfTt2PYNBQUHAFRmimqQc,coral,saddlebrown,none,none,none,gang-star,normal,peachpuff,lightslategray,thug,standard,none,normal
2054,21,2434,60.46,https://magiceden.io/item-details/5F8DDZKJmh1JwBC8CBJkf8o1nvQZjDJTyGLddUATeNgi,aquamarine,lightgray,none,none,none,wu-tang,normal,paleturquoise,darkseagreen,thug,standard,none,normal
2082,36,3237,0,https://magiceden.io/item-details/5AvxZtia7bFs9ouxZVYA2JrUqSRL9CAGwxyrCqbi5JcC,khaki,tomato,none,none,none,outkast,normal,lightgray,gray,thug,standard,none,normal
2090,420,1691,0,https://solanart.io/nft/E2mgD8MzbR3VT2K6XpyAAPW8Ktq2xYSX4xYBCSoxAVLi,coral,saddlebrown,none,none,none,tupac,normal,silver,lightslategray,thug,standard,spliff,normal
2115,420,81,0,https://solanart.io/nft/A5v3mXA8hubuCMUpGLAmYDPacyqeqDex6UusajnthZxa,aquamarine,gray,none,none,teardrop,ditc,heisenhat,antiquewhite,rosybrown,thug,standard,none,spotted
2154,80,1824,0,https://solanart.io/nft/Ca1B36im4VjLQK93MMaQSAbUFU1FYkwCGGgHS6dNAdd5,aquamarine,saddlebrown,none,gold,none,jay-z,normal,pink,gray,thug,standard,none,normal
2168,50,2301,0,https://magiceden.io/item-details/BCpiBXGaS9P7hKnrE3KFrfUTFbZ2kXHVrRwzt9VAXN8y,coral,saddlebrown,none,none,none,outkast,normal,lavenderblush,gray,thug,standard,none,normal
2197,46,3227,0,https://magiceden.io/item-details/BRPviC4pvMNxYwdRxMVPEWeiwPTXTUNBGyYYbRd5CJ6Z,thistle,saddlebrown,none,none,none,biggie,normal,gainsboro,gray,thug,standard,none,normal
2198,49.99,1576,0,https://magiceden.io/item-details/A3rdj1yuEYSxBR6BPnFCZsTCMqTygjoD6FwQb8Mh5wbi,coral,tomato,none,none,none,tupac,forwards cap,silver,gray,enforcer,standard,none,normal
2212,99,1229,0,https://solanart.io/nft/4qByu92LTp1oDN3P7eD6DpuXP7vWHzJCmotRrjLYk2c3,palegreen,gray,none,none,none,biggie,normal,lightcyan,lightcyan,thug,standard,none,alien
2215,45,3059,0,https://solanart.io/nft/DDr5kSxQzLy5Msd67fmNwvPkMkBBN4GuBFBP78NFkgz8,lightpink,darkslategray,none,none,none,tupac,normal,palegoldenrod,gray,thug,standard,none,normal
2233,69,1573,0,https://solanart.io/nft/4HoPYqE8kvHqQVN8PtATTXipm4KdsKjHs9ffwZtACK3Z,khaki,lightgray,none,none,none,tupac,normal,lightpink,gray,thug,standard,blunt,normal
2274,44,3051,0,https://magiceden.io/item-details/GiyM2gAYkmr9TEibgMHH4GbntFjA6TU2N1Y4vaCynP3t,palegreen,lightsalmon,none,none,none,ditc,normal,lightpink,gray,thug,standard,none,normal
2288,150,1516,0,https://alpha.art/t/Af2j4a41YAUkH9DJpzEYA4NZ6MZguimMTWgRhQghP8tA,lightpink,tomato,none,none,none,mobb deep,heisenhat,paleturquoise,dimgray,thug,standard,none,normal
2303,34.990002,2335,0,https://solanart.io/nft/7YQJMRSkbix7B6zkcfwWnKmRRrVaTpcX6p8Rtryb9rmf,aquamarine,gray,none,none,none,mobb deep,normal,palegoldenrod,darkseagreen,thug,standard,none,normal
2348,50,1565,0,https://solanart.io/nft/F2scQ35hiECogVeLQbxD22EZSJXdM3pyx5DYidayCqbf,coral,darkslategray,none,none,none,jay-z,normal,plum,gray,thug,standard,spliff,normal
2357,29,878,0,https://magiceden.io/item-details/CogkoGAqHJLyCwCPVLbge5erL9eAdLRwym7GUTmkHwaU,palegreen,lightsalmon,none,silver,none,ditc,forwards cap,lavender,dimgray,thug,standard,none,normal
2365,20,3042,63.11,https://magiceden.io/item-details/8mxdASsmhfYbVXxW6oz2yJtuJ657TpKZTFvitwdUC7kL,palegreen,gray,none,none,none,mobb deep,normal,powderblue,gray,thug,standard,none,normal
2367,40,791,0,https://magiceden.io/item-details/4J5AykYdBSSnSPe7V2kpCXQc4GaGEqvLEn5LWDZDqJ4p,aquamarine,darkslategray,none,silver,none,biggie,normal,darkolivegreen,darkolivegreen,thug,standard,none,zombie
2401,50,329,0,https://magiceden.io/item-details/AJcDLkKg4GjC3M9KnujdSo9jSHKAQH4MrYbnoLFinxSe,khaki,lightgray,none,none,none,ditc,doorag,wheat,slategray,thug,gold,none,normal
2410,30,1888,0,https://magiceden.io/item-details/8ntYDJ6hxjkCeq4QgdvkeGEiwKfMkgfTv8Vipb2pXhEP,lightpink,darkslategray,none,none,none,gang-star,normal,lavender,darkkhaki,thug,standard,none,normal
2429,39.9,1370,0,https://magiceden.io/item-details/BByJ9pxbMKTZeMAEsTE9pboyGomuTZuJU3pZJves6QL1,palegreen,lightsalmon,none,none,none,biggie,normal,darkolivegreen,darkolivegreen,thug,standard,none,zombie
2435,67,1154,0,https://solanart.io/nft/XSwie4QLQTfxkqVDgGVYo6SXDbYRqzPFdZ8KaRAQbP2,palegreen,darkslategray,none,gold,none,mobb deep,normal,lightsteelblue,darkgray,thug,standard,none,normal
2473,39,1051,0,https://magiceden.io/item-details/BTDpMNGrbTa4Mb2FNDsw6CDampXhvcNBqdeFmJqzjhbL,khaki,gray,none,none,none,tupac,normal,thistle,darkseagreen,thug,standard,spliff,normal
2540,100,1414,0,https://solanart.io/nft/8Znodsta894J9ECCXYxAi8WFgv3wfLmfSF9BQt4cH8Xa,thistle,saddlebrown,none,none,none,nas,normal,darkolivegreen,darkolivegreen,thug,standard,none,zombie
2571,28,1688,0,https://magiceden.io/item-details/68aHyA5oRwTce5XVFrrDRw2PkqEM8iMHUPjLf3FrfGcU,palegreen,tomato,gold,none,none,wu-tang,normal,gainsboro,gray,thug,standard,none,normal
2581,39,1007,0,https://magiceden.io/item-details/9zyrxbLzk9Sb38PnagdXV5n13HgKcZtrgKnZmiw5a1js,palegreen,lightgray,none,none,none,ditc,normal,lavender,dimgray,thug,standard,blunt,normal
2599,45,2062,0,https://magiceden.io/item-details/8ykmybh7esCULQAyG9QLNUq8UiaBnjNNUWdWyQkKpzH3,aquamarine,darkslategray,none,none,none,wu-tang,normal,silver,gray,thug,standard,spliff,normal
2616,49,745,0,https://magiceden.io/item-details/D7BXoxLDnqapK9Y9t7ooPKpYTpq3k8ZyRshhN8LoZYsa,khaki,lightsalmon,none,silver,none,nas,normal,lightcyan,lightcyan,thug,standard,none,alien
2633,34.999,3002,0,https://magiceden.io/item-details/9gNQ7EPKowymEuyjiJtFehLird587nziarTqDXVrobHS,khaki,tomato,none,none,none,mobb deep,normal,pink,gray,thug,standard,none,normal
2661,75,1930,0,https://solanart.io/nft/6YLs4VcisSjAzTSX5vHdHKYaT9vshpzJ6VCmftq7zJe3,aquamarine,tomato,gold,none,none,wu-tang,normal,silver,gray,thug,standard,none,normal
2686,40,610,0,https://magiceden.io/item-details/kpHWo5mQHiiAjg3EEM1vWcqSu8AQ5JJJChtNixFd1ac,lightpink,darkslategray,none,none,none,outkast,beanie,darkolivegreen,darkolivegreen,thug,standard,none,zombie
2687,37,2383,0,https://magiceden.io/item-details/EtrprSfou1tjwMeAp13cPcFfcJad2aWWcGTFHxqMMLdN,aquamarine,lightsalmon,none,none,none,ditc,normal,palegoldenrod,darkseagreen,thug,standard,none,normal
2689,300,298,0,https://solanart.io/nft/FVT6ZAMJ6asL3h8pXjtdZ6m143nYF5E6uBMWbUsz488r,palegreen,lightsalmon,none,none,none,mobb deep,normal,darkolivegreen,darkolivegreen,thug,gold,none,zombie
2724,39,2185,0,https://magiceden.io/item-details/EZoNCCYXMo8GMCKynSkeHjstNPxjyYss4H2aTmCjcCBS,coral,saddlebrown,none,none,teardrop,mobb deep,normal,lightpink,gray,thug,standard,none,normal
2725,189,3119,0,https://solanart.io/nft/9nH11TcFxc7LvKQbuq4yBVeNUacaoMvfTUkNUxnRPgx7,thistle,gray,none,none,none,tupac,normal,lightgray,gray,thug,standard,none,normal
2727,29.99,667,0,https://magiceden.io/item-details/3Qea4mB3K6UYW9hMYVad3a5SE9GxxDWweFBfM9hpQWNB,lightpink,saddlebrown,none,silver,none,jay-z,normal,plum,lightslategray,thug,standard,spliff,normal
2748,25,1917,26.71,https://magiceden.io/item-details/5wvVPr1KKwmNDA5De5YxJZNMV8d8qzPBsbo2NDLK6zuV,palegreen,tomato,none,none,none,wu-tang,heisenhat,silver,rosybrown,thug,standard,none,normal
2749,80,161,0,https://solanart.io/nft/EZGomswVJ8K963u7riXDAGsSrtnyXAZheCQXwhciHs8x,coral,lightsalmon,silver,gold,none,wu-tang,forwards cap,thistle,dimgray,thug,standard,none,normal
2765,70,2407,0,https://alpha.art/t/69tDMH2U5v8fsu8dxYaEwSK5EA68EZeTqX9pB639NyDL,thistle,lightgray,none,none,none,gang-star,normal,lavender,darkgray,thug,standard,none,normal
2783,250,803,0,https://solanart.io/nft/13b6qR79UcWhWHSgspo8qiwGxh6a7nMo5iXX5FvrPZ6n,khaki,tomato,none,silver,none,nas,normal,darkolivegreen,darkolivegreen,thug,standard,none,zombie
2788,42.69,1163,0,https://magiceden.io/item-details/B3XP9JWGXFWnookgJPm4YkoRKPdgLsmPJ6kH2vcrF1KE,lightpink,darkslategray,none,none,none,jay-z,backwards cap,powderblue,cadetblue,thug,standard,none,normal
2822,30,2746,0,https://magiceden.io/item-details/BdgGhBKvPFXTqtuqCPWDQjBhpvufJP9ypExHzt8V8bZR,aquamarine,darkslategray,none,none,none,ditc,normal,silver,cadetblue,thug,standard,none,normal
2837,46,2374,0,https://magiceden.io/item-details/GMXe8tN1VCPwgZTLXMeVsosVV5FgDR6cbYPwNPjRhLJR,aquamarine,tomato,none,none,none,tupac,normal,moccasin,gray,thug,standard,none,normal
2838,70,438,0,https://solanart.io/nft/8gDdrbiFHYrL2oJ32NFz6bddpkU9ttmFhyS5GL1mzfB5,aquamarine,gray,none,none,none,outkast,doorag,lightcyan,lightcyan,thug,standard,none,alien
2909,38,3201,0,https://magiceden.io/item-details/HeoWfBxMJLM5WykH2gNxZ2iwVNYcKHtj2dFNZJbtQUA4,khaki,darkslategray,none,none,none,jay-z,normal,gainsboro,gray,thug,standard,none,normal
2913,35,2269,0,https://magiceden.io/item-details/BnTkQGTh2thmDEbB1GWnDBSRsa3eDAZ19AmcZVTRqktp,thistle,saddlebrown,none,none,none,nas,normal,palegoldenrod,gray,enforcer,standard,none,normal
2926,36,945,0,https://magiceden.io/item-details/6EX62yXXKTYsUpdpQ22cGQDS3kWdBEDyaDzVqyUAcgx3,coral,lightsalmon,none,none,teardrop,gang-star,normal,moccasin,slategray,thug,standard,none,normal
2928,38,2230,0,https://magiceden.io/item-details/D12J5X75Y8XSW5p6JMvXWPT4qGKKDPyPWf2T8VSpxoPk,lightpink,gray,none,silver,none,jay-z,normal,lightgray,lightslategray,thug,standard,none,normal
2935,39,1073,0,https://magiceden.io/item-details/7Z61GiJK9kAh6YgyUJs6ynQ79ydi9HnQ6p1UwNQ6wai8,palegreen,darkslategray,none,silver,teardrop,ditc,normal,thistle,dimgray,thug,standard,none,normal
2959,49.69,1383,0,https://magiceden.io/item-details/Dn628tkucPdATLVtZWpGQSNNBx8gvGxbG1xYSxg5kFaA,lightpink,darkslategray,none,none,none,jay-z,normal,darkolivegreen,darkolivegreen,thug,standard,none,zombie
2980,37,3088,0,https://magiceden.io/item-details/gwyZAj8fCoZEXjN4tZU2WUCFYbBAPhcEwKWYYZajB24,thistle,saddlebrown,none,none,none,wu-tang,normal,silver,lightslategray,thug,standard,none,normal
3019,28,1700,0,https://magiceden.io/item-details/8QGDqfw5fRcQHNpvbsEs58Qr8dyMQqBchzR6kr9Rkb39,lightpink,saddlebrown,none,silver,none,gang-star,normal,moccasin,gray,thug,standard,none,normal
3095,40,814,0,https://magiceden.io/item-details/CSSSbxHXt98HGggJRj6nxG6fviYYbFD8trSmboLpFHuc,aquamarine,tomato,none,silver,none,ditc,normal,darkolivegreen,darkolivegreen,thug,standard,none,zombie
3100,24,1685,39.52,https://magiceden.io/item-details/Bo5wYsHApvWrHx46kEcy1MMtZjkTa5UH1d4M33rEFb2d,thistle,lightgray,none,silver,none,jay-z,normal,lightpink,dimgray,thug,standard,none,normal
3105,29,1237,0,https://magiceden.io/item-details/DkwJeEMp15Cif3Y81diXdm6dWSy4mXbMUzg6Xfkt76Va,palegreen,gray,none,none,none,mobb deep,normal,lightcyan,lightcyan,thug,standard,none,alien
3133,40,1520,0,https://magiceden.io/item-details/J8m73GYBA47zjPJEyuVbf5vxw2tibqS7nkKfRrJpMvov,khaki,lightsalmon,none,none,none,nas,normal,moccasin,cadetblue,thug,standard,none,normal
3168,83,2912,0,https://alpha.art/t/8Ay6J2951QPPyY77wXmHZkuKPuBgXonuSzFvabmJg3U5,aquamarine,gray,none,none,none,nas,normal,silver,rosybrown,thug,standard,none,normal
3175,26,1121,26.34,https://magiceden.io/item-details/HCVahLF9Ec1Y2ZwbEAKfD2dpN4WMivkA3TWfAasCMbDG,thistle,gray,none,silver,teardrop,jay-z,normal,lightblue,gray,thug,standard,none,normal
3177,47,2496,0,https://magiceden.io/item-details/BR47i9En1HBcHhQc2USUv4RsyG44FwHa5VxYkpcqSEzr,palegreen,darkslategray,none,none,none,ditc,heisenhat,thistle,gray,thug,standard,none,normal
3221,48.88,1507,0,https://magiceden.io/item-details/RbHiAn4Agn8mMWRpgBE9j2HNzrK4hCJRLS8Ctwcj2xw,thistle,saddlebrown,none,none,teardrop,ditc,normal,lavender,darkgray,thug,standard,none,normal
3236,75,1893,0,https://solanart.io/nft/CJLZNgtHsZLCHNpccPWiyp1sRogciPzfCwwarBnvgkef,coral,gray,none,silver,none,wu-tang,normal,silver,gray,enforcer,standard,none,normal
3246,35,2286,0,https://solanart.io/nft/ADdt6d6ZvVMdxquSZtTEqurkGHM9G6zSCg7MbJ65KjRG,palegreen,lightgray,none,none,none,outkast,normal,powderblue,darkgray,thug,standard,none,normal
3262,39.99,691,0,https://magiceden.io/item-details/DS2bbCQQcC2ovPf2MSdyH4YU8Kzmfg9R2apQZGVSLV5A,lightpink,tomato,silver,silver,none,outkast,backwards cap,lightsteelblue,gray,thug,standard,none,normal
3268,250,513,0,https://solanart.io/nft/Cwy3niJK3R6h6Mxx9xbkdLa5AU7hXsULM1U3rzpzeVpd,aquamarine,gray,none,none,none,gang-star,normal,lightsteelblue,slategray,thug,standard,blunt,spotted
3271,47.5,125,0,https://magiceden.io/item-details/3pQKAtn5ig2tv5fwyxxsgaTBx8QDVzwMx8TP58uSceWA,aquamarine,saddlebrown,none,none,none,jay-z,normal,wheat,slategray,enforcer,standard,spliff,spotted
3298,420,76,0,https://solanart.io/nft/CKCS6FVNWvfzqnb6oPCUHY2G8c7JkB3LeXw1pQH43pU2,khaki,lightsalmon,none,none,none,wu-tang,backwards cap,darkolivegreen,darkolivegreen,thug,tron,none,zombie
3315,20,2022,75.44,https://magiceden.io/item-details/AeKMrTMMnH6QSxN7xWqK9PAZZwG9SnwgbHRWSZhsJjFJ,coral,tomato,none,silver,none,nas,normal,gainsboro,rosybrown,thug,standard,none,normal
3322,22,2914,44.65,https://magiceden.io/item-details/Avy1JgTndvXZQ8NMsfdZM73ATfpYkuppq4oEWfqJ4PCg,thistle,lightgray,none,none,none,tupac,normal,thistle,slategray,thug,standard,none,normal
3328,140,2664,0,https://solanart.io/nft/Ch8UGBYVNonaWSF9rvpxiWZwHC7aHvTW4cNUWVv8zTug,aquamarine,darkslategray,none,none,none,jay-z,normal,lightpink,slategray,thug,standard,none,normal
